"","subnum","runnum","vif","value"
"112","1_015","Run1","des.matV4",1.27940988250187
"113","1_015","Run1","des.matV5",2.17800535463429
"114","1_015","Run1","des.matV6",1.78981567600298
"115","1_015","Run1","des.matV7",1.81093490987526
"116","1_015","Run1","des.matV8",2.0509228335567
"117","1_015","Run1","des.matV9",1.49912964949761
"118","1_015","Run1","des.matV10",1.5158201885949
"119","1_015","Run1","des.matV11",1.78733950965226
"120","1_015","Run1","des.matV12",1.60289157056114
"121","1_015","Run2","des.matV1",2.33562294807285
"122","1_015","Run2","des.matV2",2.1826090919919
"123","1_015","Run2","des.matV3",1.48247410756705
"124","1_015","Run2","des.matV4",1.41200326983463
"125","1_015","Run2","des.matV5",1.61977256342166
"126","1_015","Run2","des.matV6",1.44461483905284
"127","1_015","Run2","des.matV7",2.03142517273556
"128","1_015","Run2","des.matV8",2.02830668486886
"129","1_015","Run2","des.matV9",1.52533348311671
"130","1_015","Run2","des.matV10",1.43542481575565
"131","1_015","Run2","des.matV11",1.51524097224056
"132","1_015","Run2","des.matV12",1.6117231299695
"133","1_020","Run1","des.matV1",2.11064704148121
"134","1_020","Run1","des.matV2",2.14429048056563
"135","1_020","Run1","des.matV3",NA
"136","1_020","Run1","des.matV4",NA
"137","1_020","Run1","des.matV5",1.6398249630307
"138","1_020","Run1","des.matV6",1.65675885412364
"139","1_020","Run1","des.matV7",2.02880724916705
"140","1_020","Run1","des.matV8",1.62930255886246
"141","1_020","Run1","des.matV9",1.32177255581044
"142","1_020","Run1","des.matV10",1.16076048259564
"143","1_020","Run1","des.matV11",1.69702731059173
"144","1_020","Run1","des.matV12",1.64436078131775
"145","1_020","Run2","des.matV1",2.66887867199975
"146","1_020","Run2","des.matV2",2.09192102998867
"147","1_020","Run2","des.matV3",1.34009064741765
"148","1_020","Run2","des.matV4",1.38508483209209
"149","1_020","Run2","des.matV5",1.71371179684855
"150","1_020","Run2","des.matV6",1.72148863142697
"151","1_020","Run2","des.matV7",1.86309182225422
"152","1_020","Run2","des.matV8",1.68617134965524
"153","1_020","Run2","des.matV9",1.74887834868898
"154","1_020","Run2","des.matV10",1.63328782001751
"155","1_020","Run2","des.matV11",1.59954270322584
"156","1_020","Run2","des.matV12",1.37874623863601
"157","1_028","Run1","des.matV1",2.96443778234793
"158","1_028","Run1","des.matV2",2.58603073916104
"159","1_028","Run1","des.matV3",5.45570418989499
"160","1_028","Run1","des.matV4",3.96535097607543
"161","1_028","Run1","des.matV5",1.88564649845738
"162","1_028","Run1","des.matV6",1.60109480261707
"163","1_028","Run1","des.matV7",2.02096273240992
"164","1_028","Run1","des.matV8",1.99667623467174
"165","1_028","Run1","des.matV9",1.68002730027736
"166","1_028","Run1","des.matV10",1.36552318600266
"167","1_028","Run1","des.matV11",1.97588236406178
"168","1_028","Run1","des.matV12",1.82238713453285
"169","1_028","Run2","des.matV1",2.50132202367114
"170","1_028","Run2","des.matV2",2.48011310749017
"171","1_028","Run2","des.matV3",1.52900066677175
"172","1_028","Run2","des.matV4",1.25090429121746
"173","1_028","Run2","des.matV5",2.00143194670049
"174","1_028","Run2","des.matV6",1.79127441446337
"175","1_028","Run2","des.matV7",1.82710924850444
"176","1_028","Run2","des.matV8",1.65271950305029
"177","1_028","Run2","des.matV9",1.71912917570252
"178","1_028","Run2","des.matV10",1.5304440956196
"179","1_028","Run2","des.matV11",1.41751135130699
"180","1_028","Run2","des.matV12",1.66942774778015
"181","2_008","Run2","des.matV1",2.0919284978599
"182","2_008","Run2","des.matV2",2.07437128510066
"183","2_008","Run2","des.matV3",1.48987099971084
"184","2_008","Run2","des.matV4",1.38465212337792
"185","2_008","Run2","des.matV5",2.01626181704249
"186","2_008","Run2","des.matV6",1.83809443455764
"187","2_008","Run2","des.matV7",1.87049583489952
"188","2_008","Run2","des.matV8",1.85198341069582
"189","2_008","Run2","des.matV9",1.21566019485957
"190","2_008","Run2","des.matV10",1.16376610336475
"191","2_008","Run2","des.matV11",1.3547432099422
"192","2_008","Run2","des.matV12",1.3718361980211
"193","2_010","Run1","des.matV1",3.01770142045897
"194","2_010","Run1","des.matV2",2.87940664666026
"195","2_010","Run1","des.matV3",1.37426115541935
"196","2_010","Run1","des.matV4",1.25295235938097
"197","2_010","Run1","des.matV5",2.03783091148277
"198","2_010","Run1","des.matV6",1.91687049347527
"199","2_010","Run1","des.matV7",1.63844582431316
"200","2_010","Run1","des.matV8",1.62637916068389
"201","2_010","Run1","des.matV9",1.48464622573889
"202","2_010","Run1","des.matV10",1.44194444830887
"203","2_010","Run1","des.matV11",1.85330253025745
"204","2_010","Run1","des.matV12",1.80004688726368
"205","2_010","Run2","des.matV1",2.17980984335871
"206","2_010","Run2","des.matV2",2.03190496191024
"207","2_010","Run2","des.matV3",1.28408960162932
"208","2_010","Run2","des.matV4",1.21920570218706
"209","2_010","Run2","des.matV5",1.94842218654133
"210","2_010","Run2","des.matV6",1.57957122866221
"211","2_010","Run2","des.matV7",1.61427748813589
"212","2_010","Run2","des.matV8",1.74989766111056
"213","2_010","Run2","des.matV9",1.44359134922443
"214","2_010","Run2","des.matV10",1.42788273638076
"215","2_010","Run2","des.matV11",2.06905326025184
"216","2_010","Run2","des.matV12",1.99546534671897
"217","2_011","Run1","des.matV1",2.17676289068277
"218","2_011","Run1","des.matV2",2.23684110598321
"219","2_011","Run1","des.matV3",1.56051347328458
"220","2_011","Run1","des.matV4",1.84307313239731
"221","2_011","Run1","des.matV5",1.68769634543484
"222","2_011","Run1","des.matV6",1.55082116958124
"223","2_011","Run1","des.matV7",1.68475427306796
"224","2_011","Run1","des.matV8",1.91400386754109
"225","2_011","Run1","des.matV9",1.26636757796292
"226","2_011","Run1","des.matV10",1.39243303809503
"227","2_011","Run1","des.matV11",1.39110540098002
"228","2_011","Run1","des.matV12",1.47211749321344
"229","2_027","Run1","des.matV1",2.31430294309001
"230","2_027","Run1","des.matV2",2.29189062446352
"231","2_027","Run1","des.matV3",1.25636226671309
"232","2_027","Run1","des.matV4",1.12354255818084
"233","2_027","Run1","des.matV5",1.7726295615656
"234","2_027","Run1","des.matV6",1.6239804721001
"235","2_027","Run1","des.matV7",1.58257474880319
"236","2_027","Run1","des.matV8",1.71820221021343
"237","2_027","Run1","des.matV9",1.17607832916361
"238","2_027","Run1","des.matV10",1.18309592033256
"239","2_027","Run1","des.matV11",1.28590616490094
"240","2_027","Run1","des.matV12",1.30666028388991
"241","2_027","Run2","des.matV1",3.4924364694553
"242","2_027","Run2","des.matV2",2.65109216933284
"243","2_027","Run2","des.matV3",1.30539097894998
"244","2_027","Run2","des.matV4",1.26458881719613
"245","2_027","Run2","des.matV5",2.14334980351352
"246","2_027","Run2","des.matV6",2.03522464440029
"247","2_027","Run2","des.matV7",2.59485075387464
"248","2_027","Run2","des.matV8",2.14351994893062
"249","2_027","Run2","des.matV9",1.43252866017473
"250","2_027","Run2","des.matV10",1.40171153703613
"251","2_027","Run2","des.matV11",1.4161254179814
"252","2_027","Run2","des.matV12",1.29139377096077
"253","2_031","Run1","des.matV1",3.40516119506568
"254","2_031","Run1","des.matV2",2.69128288698654
"255","2_031","Run1","des.matV3",1.38468188388435
"256","2_031","Run1","des.matV4",1.34801765079943
"257","2_031","Run1","des.matV5",2.88516735570616
"258","2_031","Run1","des.matV6",2.55414895568589
"259","2_031","Run1","des.matV7",2.38822670929023
"260","2_031","Run1","des.matV8",1.85537655599076
"261","2_031","Run1","des.matV9",1.7867099278238
"262","2_031","Run1","des.matV10",1.62305674216782
"263","2_031","Run1","des.matV11",1.98240078571963
"264","2_031","Run1","des.matV12",1.6926416977812
"265","2_031","Run2","des.matV1",2.59488005837634
"266","2_031","Run2","des.matV2",2.60846747891419
"267","2_031","Run2","des.matV3",1.1362589675645
"268","2_031","Run2","des.matV4",1.10384301555216
"269","2_031","Run2","des.matV5",2.06450305321561
"270","2_031","Run2","des.matV6",1.93859724831468
"271","2_031","Run2","des.matV7",1.82582240911175
"272","2_031","Run2","des.matV8",1.82469006668775
"273","2_031","Run2","des.matV9",1.15154227747971
"274","2_031","Run2","des.matV10",1.13516561456586
"275","2_031","Run2","des.matV11",1.45258538344933
"276","2_031","Run2","des.matV12",1.37670053947417
"277","0_013_second","Run1","des.matV1",2.98614510847281
"278","0_013_second","Run1","des.matV2",3.04824202271239
"279","0_013_second","Run1","des.matV3",1.45207434912989
"280","0_013_second","Run1","des.matV4",1.32581509940113
"281","0_013_second","Run1","des.matV5",2.15269990080659
"282","0_013_second","Run1","des.matV6",1.79314201651708
"283","0_013_second","Run1","des.matV7",2.07725880675993
"284","0_013_second","Run1","des.matV8",1.72347095141368
"285","0_013_second","Run1","des.matV9",1.64790779960632
"286","0_013_second","Run1","des.matV10",1.55493577863407
"287","0_013_second","Run1","des.matV11",2.24773437177769
"288","0_013_second","Run1","des.matV12",1.71719209108057
"289","0_013_second","Run2","des.matV1",2.62146801182716
"290","0_013_second","Run2","des.matV2",2.50019435637763
"291","0_013_second","Run2","des.matV3",1.44223931926714
"292","0_013_second","Run2","des.matV4",1.23399066093522
"293","0_013_second","Run2","des.matV5",2.07256665020523
"294","0_013_second","Run2","des.matV6",2.05778016171149
"295","0_013_second","Run2","des.matV7",2.00832060276336
"296","0_013_second","Run2","des.matV8",1.86289445427793
"297","0_013_second","Run2","des.matV9",1.37808586670011
"298","0_013_second","Run2","des.matV10",1.26323225437857
"299","0_013_second","Run2","des.matV11",1.31221160969923
"300","0_013_second","Run2","des.matV12",1.27749726530198
"301","0_026_second","Run1","des.matV1",2.3132394239184
"302","0_026_second","Run1","des.matV2",2.17995845655464
"303","0_026_second","Run1","des.matV3",1.49297043961357
"304","0_026_second","Run1","des.matV4",1.39305973677233
"305","0_026_second","Run1","des.matV5",1.86155232227586
"306","0_026_second","Run1","des.matV6",1.87209571129824
"307","0_026_second","Run1","des.matV7",2.0467281136653
"308","0_026_second","Run1","des.matV8",1.75207846693537
"309","0_026_second","Run1","des.matV9",1.54859154313542
"310","0_026_second","Run1","des.matV10",1.31443701968005
"311","0_026_second","Run1","des.matV11",1.48546291896393
"312","0_026_second","Run1","des.matV12",1.22410897573628
"313","0_049_second","Run1","des.matV1",2.83154822834501
"314","0_049_second","Run1","des.matV2",2.7593469805545
"315","0_049_second","Run1","des.matV3",1.24920862626813
"316","0_049_second","Run1","des.matV4",1.10119370334489
"317","0_049_second","Run1","des.matV5",2.20063130328661
"318","0_049_second","Run1","des.matV6",1.75786325348367
"319","0_049_second","Run1","des.matV7",2.18764326866878
"320","0_049_second","Run1","des.matV8",2.00854517204336
"321","0_049_second","Run1","des.matV9",1.29125749896024
"322","0_049_second","Run1","des.matV10",1.33302361042667
"323","0_049_second","Run1","des.matV11",1.22381681500704
"324","0_049_second","Run1","des.matV12",2.49770057244197
"325","0_049_second","Run2","des.matV1",2.60836489355739
"326","0_049_second","Run2","des.matV2",2.33629698641195
"327","0_049_second","Run2","des.matV3",1.32651259432277
"328","0_049_second","Run2","des.matV4",1.19391988696993
"329","0_049_second","Run2","des.matV5",1.89791086656818
"330","0_049_second","Run2","des.matV6",1.57948198709111
"331","0_049_second","Run2","des.matV7",1.75021652458985
"332","0_049_second","Run2","des.matV8",1.85927317750978
"333","0_049_second","Run2","des.matV9",1.41305804109031
"334","0_049_second","Run2","des.matV10",1.30539765875346
"335","0_049_second","Run2","des.matV11",1.30331744578095
"336","0_049_second","Run2","des.matV12",1.24082734472544
"337","0_055_second","Run2","des.matV1",3.10068877629231
"338","0_055_second","Run2","des.matV2",2.8882775672221
"339","0_055_second","Run2","des.matV3",1.89055245065859
"340","0_055_second","Run2","des.matV4",2.07947789943088
"341","0_055_second","Run2","des.matV5",2.0881505845019
"342","0_055_second","Run2","des.matV6",1.78244519722915
"343","0_055_second","Run2","des.matV7",2.47815510435908
"344","0_055_second","Run2","des.matV8",2.4077960518233
"345","0_055_second","Run2","des.matV9",2.10803572202521
"346","0_055_second","Run2","des.matV10",1.92375629041672
"347","0_055_second","Run2","des.matV11",2.6051116102868
"348","0_055_second","Run2","des.matV12",2.44734283544079
"349","1_001_second","Run1","des.matV1",2.66269262303516
"350","1_001_second","Run1","des.matV2",2.45309517249585
"351","1_001_second","Run1","des.matV3",1.18798474524665
"352","1_001_second","Run1","des.matV4",1.21909071400496
"353","1_001_second","Run1","des.matV5",2.07478395821779
"354","1_001_second","Run1","des.matV6",2.11569055027867
"355","1_001_second","Run1","des.matV7",1.6194586965615
"356","1_001_second","Run1","des.matV8",1.54689515575242
"357","1_001_second","Run1","des.matV9",1.2519199800977
"358","1_001_second","Run1","des.matV10",1.19144520573078
"359","1_001_second","Run1","des.matV11",1.84527631385375
"360","1_001_second","Run1","des.matV12",1.49421240070597
"361","1_004_second","Run1","des.matV1",2.67756784113447
"362","1_004_second","Run1","des.matV2",2.604211856668
"363","1_004_second","Run1","des.matV3",NA
"364","1_004_second","Run1","des.matV4",NA
"365","1_004_second","Run1","des.matV5",1.7634590566529
"366","1_004_second","Run1","des.matV6",1.59792804876729
"367","1_004_second","Run1","des.matV7",2.06382482516664
"368","1_004_second","Run1","des.matV8",1.79928467751843
"369","1_004_second","Run1","des.matV9",1.44125904571996
"370","1_004_second","Run1","des.matV10",1.28580789032485
"371","1_004_second","Run1","des.matV11",NA
"372","1_004_second","Run1","des.matV12",NA
"373","1_004_second","Run2","des.matV1",2.86495912170883
"374","1_004_second","Run2","des.matV2",2.61769755905798
"375","1_004_second","Run2","des.matV3",2.57911902834765
"376","1_004_second","Run2","des.matV4",3.40059666435558
"377","1_004_second","Run2","des.matV5",2.35870215961406
