"subind","runnum","group","N","go_rt_med","go_rt_sd","go_acc","go_error","go_omit"
"LDFHO10328_1","1","H2_first",128,0.5644755,0.168890331478008,0.895833333333333,0.0729166666666667,0.03125
"LDFHO10394_1","1","H2_first",128,0.57968,0.143381683261578,0.885416666666667,0.03125,0.0833333333333333
"LDFHO10452_1","1","H2_first",128,0.5184345,0.167832571840906,0.833333333333333,0.09375,0.0729166666666667
"LDFHO10452_1","2","H2_first",128,0.575309,0.166704323795083,0.864583333333333,0.0208333333333333,0.114583333333333
"LDFHO10493_1","1","H2_first",128,0.556042,0.116386996276993,0.979166666666667,0.0104166666666667,0.0104166666666667
"LDFHO10493_1","2","H2_first",128,0.563825,0.128088075477017,0.916666666666667,0.03125,0.0520833333333333
"LDFHO12307_1","2","H2_first",128,0.690834,0.138737552949881,0.864583333333333,0.03125,0.104166666666667
"/LDFHO1794_1","2","H2_first",128,0.6168465,0.191076965685106,0.75,0.0416666666666667,0.208333333333333
"/LDFHO5782_1","1","H2_first",128,0.665457,0.151528906557374,0.760416666666667,0.0833333333333333,0.15625
"/LDFHO5782_1","2","H2_first",128,0.6586615,0.186625552926781,0.729166666666667,0.0208333333333333,0.25
"/LDFHO6598_0","1","H2_first",128,0.6782545,0.184581590139513,0.75,0,0.25
"/LDFHO6598_0","2","H2_first",128,0.7016655,0.138945139359645,0.895833333333333,0.0104166666666667,0.09375
"/LDFHO9087_1","1","H2_first",128,0.4621405,0.132865764070416,0.875,0.0729166666666667,0.0520833333333333
"/LDFHO9087_1","2","H2_first",128,0.515602,0.177931208895368,0.885416666666667,0.0416666666666667,0.0729166666666667
"LDFHO10328_1_second","1","H2_second",128,0.573299,0.144527555706569,0.885416666666667,0.0104166666666667,0.104166666666667
"LDFHO10328_1_second","2","H2_second",128,0.562326,0.156635649037425,0.75,0.0729166666666667,0.177083333333333
"LDFHO10493_1_second","1","H2_second",128,0.683761,0.16282505078603,0.833333333333333,0.0104166666666667,0.15625
"LDFHO10942_1_second","1","H2_second",128,0.724407,0.151146834146135,0.833333333333333,0.0208333333333333,0.145833333333333
"LDFHO10942_1_second","2","H2_second",128,0.7971535,0.123003747785081,0.770833333333333,0.03125,0.197916666666667
"LDFHO12307_1_second","1","H2_second",128,0.628171,0.143639424277438,0.916666666666667,0.0520833333333333,0.03125
"LDFHO12307_1_second","2","H2_second",128,0.611409,0.125132287081839,0.916666666666667,0.03125,0.0520833333333333
"/LDFHO1794_1_second","2","H2_second",128,0.600733,0.162978985599729,0.822916666666667,0.0520833333333333,0.125
"/LDFHO5801_1_second","2","H2_second",128,0.59868,0.168838527380772,0.760416666666667,0.0729166666666667,0.166666666666667
"/LDFHO9085_0_second","1","H2_second",128,0.670167,0.141310144810176,0.78125,0.0208333333333333,0.197916666666667
"/LDFHO9087_1_second","1","H2_second",128,0.613508,0.132318993390127,0.885416666666667,0.0104166666666667,0.104166666666667
"/LDFHO9087_1_second","2","H2_second",128,0.550049,0.124256105919184,1,0,0
"LDFHO23801_1_3","1","H3_first",128,0.600453,0.137421514981926,0.9375,0.0104166666666667,0.0520833333333333
"LDFHO23801_1_3","2","H3_first",128,0.661168,0.151562146480676,0.90625,0.0104166666666667,0.0833333333333333
"LDFHO24761_1_3","1","H3_first",128,0.624573,0.125432885115588,0.947916666666667,0.0104166666666667,0.0416666666666667
"LDFHO24768_1_3","1","H3_first",128,0.717112,0.125978823271511,0.71875,0,0.28125
"LDFHO24768_1_3","2","H3_first",128,0.6861705,0.145157994878938,0.75,0.0104166666666667,0.239583333333333
"LDFHO24839_1_3","1","H3_first",128,0.587644,0.160338148064357,0.802083333333333,0.0520833333333333,0.145833333333333
"LDFHO24861_1_3","1","H3_first",128,0.614474,0.15991519493664,0.947916666666667,0.0104166666666667,0.0416666666666667
"LDFHO24861_1_3","2","H3_first",128,0.687842,0.178696447908541,0.84375,0.0104166666666667,0.145833333333333
"ldrc3_c_181","1","A_control",128,0.623687,0.14365886212734,0.927083333333333,0.0104166666666667,0.0625
"ldrc3_c_181","2","A_control",128,0.605481,0.142032296999179,0.927083333333333,0.0104166666666667,0.0625
"ldrc3_c_182","1","A_control",128,0.678836,0.181242565003731,0.791666666666667,0.0833333333333333,0.125
"ldrc3_c_185","1","A_control",128,0.648176,0.133898514339148,0.96875,0,0.03125
"ldrc3_c_185","2","A_control",128,0.649604,0.144535332309596,0.979166666666667,0,0.0208333333333333
"ldrc3_c_187","2","A_control",128,0.593396,0.105240536204612,0.989583333333333,0.0104166666666667,0
"ldrc3_c_188","1","A_control",128,0.674251,0.140855245961932,0.90625,0.03125,0.0625
"ldrc3_c_190","1","A_control",128,0.645691,0.16337714455694,0.895833333333333,0.0104166666666667,0.09375
"ldrc3_c_190","2","A_control",128,0.519106,0.171696457212796,0.875,0.0416666666666667,0.0833333333333333
"ldrc3_c_192","1","A_control",128,0.635386,0.133994561098453,0.885416666666667,0.0416666666666667,0.0729166666666667
"ldrc3_c_192","2","A_control",128,0.580453,0.133700347609957,0.947916666666667,0.0104166666666667,0.0416666666666667
"ldrc3_c_194","1","A_control",128,0.6402175,0.141296952338147,0.895833333333333,0.03125,0.0729166666666667
"ldrc3_c_194","2","A_control",128,0.644436,0.136814548564848,0.90625,0.0416666666666667,0.0520833333333333
"ldrc3_c_198","1","A_control",128,0.784618,0.109996137873102,0.8125,0,0.1875
"ldrc3_c_198","2","A_control",128,0.754136,0.0978249831950918,0.78125,0,0.21875
"ldrc3_c_203","1","A_control",128,0.734762,0.122858831612665,0.989583333333333,0,0.0104166666666667
"ldrc3_c_203","2","A_control",128,0.7089225,0.124565520762515,0.9375,0,0.0625
"ldrc3_c_221","1","A_control",128,0.77659,0.131372976296609,0.770833333333333,0,0.229166666666667
"ldrc3_c_221","2","A_control",128,0.7672815,0.115090514093186,0.895833333333333,0,0.104166666666667
"/ldrc_c_032","1","A_control",128,0.665285,0.123419672181322,0.90625,0.0208333333333333,0.0729166666666667
"/ldrc_c_032","2","A_control",128,0.600954,0.145919051835453,0.90625,0.03125,0.0625
"/ldrc_c_037","1","A_control",128,0.604726,0.144392520735464,0.947916666666667,0.03125,0.0208333333333333
"/ldrc_c_037","2","A_control",128,0.682264,0.161866935351641,0.979166666666667,0,0.0208333333333333
"/ldrc_c_039","1","A_control",128,0.619212,0.116616206325789,0.90625,0.0416666666666667,0.0520833333333333
"/ldrc_c_039","2","A_control",128,0.603179,0.102393433548026,0.9375,0.0520833333333333,0.0104166666666667
"/ldrc_c_043","1","A_control",128,0.6067,0.122411159088327,0.947916666666667,0.0104166666666667,0.0416666666666667
"/ldrc_c_043","2","A_control",128,0.650809,0.130609267147005,0.9375,0.0104166666666667,0.0520833333333333
"/ldrc_c_044","1","A_control",128,0.647966,0.120765110296699,0.864583333333333,0.0208333333333333,0.114583333333333
"/ldrc_c_044","2","A_control",128,0.668556,0.135604303068844,0.90625,0.0104166666666667,0.0833333333333333
"/ldrc_c_045","1","A_control",128,0.643656,0.133203228832284,0.9375,0.03125,0.03125
"/ldrc_c_045","2","A_control",128,0.617065,0.141199545987965,0.927083333333333,0.0104166666666667,0.0625
"/ldrc_c_046","1","A_control",128,0.600816,0.11103552804967,0.958333333333333,0.0208333333333333,0.0208333333333333
"/ldrc_c_046","2","A_control",128,0.562628,0.124767261116018,0.989583333333333,0.0104166666666667,0
"/ldrc_c_058","1","A_control",128,0.6545645,0.139205708621501,0.895833333333333,0.0208333333333333,0.0833333333333333
"/ldrc_c_058","2","A_control",128,0.661136,0.14095104146584,0.90625,0.03125,0.0625
"/ldrc_c_059","1","A_control",128,0.673935,0.122014748675351,0.947916666666667,0.03125,0.0208333333333333
"/ldrc_c_059","2","A_control",128,0.691355,0.130154375193599,0.979166666666667,0,0.0208333333333333
"/ldrc_c_061","1","A_control",128,0.562381,0.149642999828308,0.90625,0.0625,0.03125
"/ldrc_c_061","2","A_control",128,0.6041625,0.158433978500844,0.916666666666667,0.03125,0.0520833333333333
