"subind","cond_type","groups","city","sense","active","ID","subtype","N","rt_mean","acc_mean"
"8974","active_ns","H_control_second","houston","nonsense","active","c","c",3,3.514378131015,0.916666666666667
"8974","active_s","H_control_second","houston","sense","active","c","c",3,2.93257457313833,1
"8974","passive_ns","H_control_second","houston","nonsense","passive","c","c",3,3.516277764365,0.958333333333333
"8974","passive_s","H_control_second","houston","sense","passive","c","c",3,3.08658276855167,0.833333333333333
"9015","active_ns","H_control_second","houston","nonsense","active","c","c",3,4.25696583254667,0.958333333333333
"9015","active_s","H_control_second","houston","sense","active","c","c",3,3.940766338055,0.833333333333333
"9015","passive_ns","H_control_second","houston","nonsense","passive","c","c",3,4.29804040954,1
"9015","passive_s","H_control_second","houston","sense","passive","c","c",3,3.85004321851333,1
"c_018","active_ns","A_control","austin","nonsense","active","c","c",3,4.34999918937667,1
"c_018","active_s","A_control","austin","sense","active","c","c",3,4.31051035722167,0.75
"c_018","passive_ns","A_control","austin","nonsense","passive","c","c",3,5.04144454002333,1
"c_018","passive_s","A_control","austin","sense","passive","c","c",3,4.13981274763667,0.666666666666667
"c_032","active_ns","A_control","austin","nonsense","active","c","c",3,4.32860684394833,0.916666666666667
"c_032","active_s","A_control","austin","sense","active","c","c",3,3.60878614584667,0.833333333333333
"c_032","passive_ns","A_control","austin","nonsense","passive","c","c",3,4.46947638194,0.875
"c_032","passive_s","A_control","austin","sense","passive","c","c",3,4.18992499510667,0.708333333333333
"c_037","active_ns","A_control","austin","nonsense","active","c","c",3,3.33392349878833,1
"c_037","active_s","A_control","austin","sense","active","c","c",3,3.22888449828,0.958333333333333
"c_037","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.71161762873167,1
"c_037","passive_s","A_control","austin","sense","passive","c","c",3,3.56572147210333,0.875
"c_039","active_ns","A_control","austin","nonsense","active","c","c",3,3.916494806605,0.833333333333333
"c_039","active_s","A_control","austin","sense","active","c","c",3,3.22040994962,0.916666666666667
"c_039","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.99417217572667,0.916666666666667
"c_039","passive_s","A_control","austin","sense","passive","c","c",3,3.81298522154167,0.75
"c_040","active_ns","A_control","austin","nonsense","active","c","c",1,3.264892458915,1
"c_040","active_s","A_control","austin","sense","active","c","c",1,3.10477745533,1
"c_040","passive_ns","A_control","austin","nonsense","passive","c","c",1,4.511432528495,1
"c_040","passive_s","A_control","austin","sense","passive","c","c",1,3.2476708889,0.625
"c_043","active_ns","A_control","austin","nonsense","active","c","c",3,4.96826867262667,0.833333333333333
"c_043","active_s","A_control","austin","sense","active","c","c",3,4.37619527180667,0.708333333333333
"c_043","passive_ns","A_control","austin","nonsense","passive","c","c",3,5.302281975745,0.875
"c_043","passive_s","A_control","austin","sense","passive","c","c",3,5.252947409945,0.666666666666667
"c_044","active_ns","A_control","austin","nonsense","active","c","c",2,5.0334712266925,0.875
"c_044","active_s","A_control","austin","sense","active","c","c",2,3.50464141369,0.9375
"c_044","passive_ns","A_control","austin","nonsense","passive","c","c",2,4.60307788849,0.875
"c_044","passive_s","A_control","austin","sense","passive","c","c",2,4.126109540465,0.875
"c_045","active_ns","A_control","austin","nonsense","active","c","c",2,3.316535532475,1
"c_045","active_s","A_control","austin","sense","active","c","c",2,3.2376353740675,0.9375
"c_045","passive_ns","A_control","austin","nonsense","passive","c","c",2,3.4582309722925,1
"c_045","passive_s","A_control","austin","sense","passive","c","c",2,3.0556225180625,1
"c_046","active_ns","A_control","austin","nonsense","active","c","c",3,4.11493949095333,0.958333333333333
"c_046","active_s","A_control","austin","sense","active","c","c",3,3.42061849435167,1
"c_046","passive_ns","A_control","austin","nonsense","passive","c","c",3,4.5375114282,0.958333333333333
"c_046","passive_s","A_control","austin","sense","passive","c","c",3,3.13036326567167,0.833333333333333
"c_047","active_ns","A_control","austin","nonsense","active","c","c",2,3.587196469305,0.875
"c_047","active_s","A_control","austin","sense","active","c","c",2,3.82638347149,1
"c_047","passive_ns","A_control","austin","nonsense","passive","c","c",2,3.20852339268,0.9375
"c_047","passive_s","A_control","austin","sense","passive","c","c",2,2.90444904566,0.75
"c_054","active_ns","A_control","austin","nonsense","active","c","c",3,5.559042572975,0.666666666666667
"c_054","active_s","A_control","austin","sense","active","c","c",3,4.61820197105333,0.875
"c_054","passive_ns","A_control","austin","nonsense","passive","c","c",3,5.40353576342333,0.5
"c_054","passive_s","A_control","austin","sense","passive","c","c",3,4.47260697682667,0.916666666666667
"c_057","active_ns","A_control","austin","nonsense","active","c","c",3,3.86337252458167,0.958333333333333
"c_057","active_s","A_control","austin","sense","active","c","c",3,3.49392227331833,0.916666666666667
"c_057","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.935102383295,0.958333333333333
"c_057","passive_s","A_control","austin","sense","passive","c","c",3,3.83456420898333,0.833333333333333
"c_058","active_ns","A_control","austin","nonsense","active","c","c",3,1.756797035535,1
"c_058","active_s","A_control","austin","sense","active","c","c",3,1.62581304709,0.916666666666667
"c_058","passive_ns","A_control","austin","nonsense","passive","c","c",3,1.809281229975,1
"c_058","passive_s","A_control","austin","sense","passive","c","c",3,1.74887180328333,0.916666666666667
"c_059","active_ns","A_control","austin","nonsense","active","c","c",3,2.40576553344667,1
"c_059","active_s","A_control","austin","sense","active","c","c",3,2.537946422895,1
"c_059","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.30733470121833,0.958333333333333
"c_059","passive_s","A_control","austin","sense","passive","c","c",3,3.23618415991667,0.958333333333333
"c_061","active_ns","A_control","austin","nonsense","active","c","c",3,4.42688266436333,0.791666666666667
"c_061","active_s","A_control","austin","sense","active","c","c",3,3.29828679561667,0.916666666666667
"c_061","passive_ns","A_control","austin","nonsense","passive","c","c",3,4.70345620314167,0.625
"c_061","passive_s","A_control","austin","sense","passive","c","c",3,3.68914461136,0.958333333333333
"c_062","active_ns","A_control","austin","nonsense","active","c","c",2,5.374034404755,0.6875
"c_062","active_s","A_control","austin","sense","active","c","c",2,2.9479229450225,1
"c_062","passive_ns","A_control","austin","nonsense","passive","c","c",2,4.840875506405,0.75
"c_062","passive_s","A_control","austin","sense","passive","c","c",2,3.1358633637425,1
"c_068","active_ns","A_control","austin","nonsense","active","c","c",3,3.23564219474667,0.958333333333333
"c_068","active_s","A_control","austin","sense","active","c","c",3,2.7589922746,0.916666666666667
"c_068","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.13621524969667,1
"c_068","passive_s","A_control","austin","sense","passive","c","c",3,3.254371285435,0.791666666666667
"c_078","active_ns","A_control","austin","nonsense","active","c","c",3,2.84151204427167,1
"c_078","active_s","A_control","austin","sense","active","c","c",3,2.65456279119,0.833333333333333
"c_078","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.19916995366333,0.958333333333333
"c_078","passive_s","A_control","austin","sense","passive","c","c",3,2.95950984955167,0.916666666666667
"c_079","active_ns","A_control","austin","nonsense","active","c","c",3,4.24367157618167,0.916666666666667
"c_079","active_s","A_control","austin","sense","active","c","c",3,4.11335893472,0.958333333333333
"c_079","passive_ns","A_control","austin","nonsense","passive","c","c",3,5.069493492445,0.875
"c_079","passive_s","A_control","austin","sense","passive","c","c",3,4.58434879779667,0.916666666666667
"c_081","active_ns","A_control","austin","nonsense","active","c","c",3,3.70335435867333,0.875
"c_081","active_s","A_control","austin","sense","active","c","c",3,3.08114306131833,0.916666666666667
"c_081","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.566510160765,0.958333333333333
"c_081","passive_s","A_control","austin","sense","passive","c","c",3,3.21931533018833,0.833333333333333
"c_082","active_ns","A_control","austin","nonsense","active","c","c",3,2.83308585484667,0.958333333333333
"c_082","active_s","A_control","austin","sense","active","c","c",3,2.83935435613,0.958333333333333
"c_082","passive_ns","A_control","austin","nonsense","passive","c","c",3,2.820144494375,1
"c_082","passive_s","A_control","austin","sense","passive","c","c",3,3.12482670942833,0.666666666666667
"c_083","active_ns","A_control","austin","nonsense","active","c","c",2,3.71350747347,0.875
"c_083","active_s","A_control","austin","sense","active","c","c",2,3.35606175661,1
"c_083","passive_ns","A_control","austin","nonsense","passive","c","c",2,3.1949068307875,0.9375
"c_083","passive_s","A_control","austin","sense","passive","c","c",2,3.5995747447025,0.8125
"c_084","active_ns","A_control","austin","nonsense","active","c","c",3,3.93337837854833,0.958333333333333
"c_084","active_s","A_control","austin","sense","active","c","c",3,3.08027545611,1
"c_084","passive_ns","A_control","austin","nonsense","passive","c","c",3,3.65956946214167,1
"c_084","passive_s","A_control","austin","sense","passive","c","c",3,2.96022617817,1
"c_085","active_ns","A_control","austin","nonsense","active","c","c",2,4.338505029675,0.875
"c_085","active_s","A_control","austin","sense","active","c","c",2,2.6163532137875,1
"c_085","passive_ns","A_control","austin","nonsense","passive","c","c",2,4.472263634205,0.8125
"c_085","passive_s","A_control","austin","sense","passive","c","c",2,2.928754091265,0.875
"c_086","active_ns","A_control","austin","nonsense","active","c","c",3,3.25211032231833,0.833333333333333
"c_086","active_s","A_control","austin","sense","active","c","c",3,2.77183612187833,0.916666666666667
"c_086","passive_ns","A_control","austin","nonsense","passive","c","c",3,4.36190251509333,0.916666666666667
"c_086","passive_s","A_control","austin","sense","passive","c","c",3,3.58979598681167,0.958333333333333
