"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.783235430303823,0.0236364668072511,173,33.136738950491,7.84842960776723e-77
"cond_typeactive_ns",0.060905612244898,0.0218378494085069,173,2.78899314239122,0.00587970133414659
"cond_typepassive_ns",0.0587797619047618,0.0218378494085069,173,2.69164608681038,0.00780818432982113
"cond_typepassive_s",-0.0781249999999999,0.0218378494085069,173,-3.57750429259607,0.000450098125246603
"groupsA_control",0.102416142825429,0.0249154012176559,45,4.11055563306978,0.000165080016423422
"groupsA_second",0.0236651737601919,0.0230267959969878,173,1.0277232561268,0.305514803355682
