"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",3.67318487514695,0.160880174800303,172,22.8318055951045,6.04410357383852e-54
"cond_typeactive_s",-0.424666066609806,0.0828666414454583,172,-5.12469262905165,7.94709939550273e-07
"cond_typepassive_ns",0.279248400458646,0.0828666414454581,172,3.36985300221735,0.000928485064600575
"cond_typepassive_s",-0.0530883382475592,0.0828666414454583,172,-0.640647880999271,0.522604087938489
"groupsA_first",1.12900411322537,0.228223372478243,172,4.9469259040636,1.783899162756e-06
"groupsA_second",0.895937369506228,0.227234483453399,172,3.94278788980531,0.000117037675686396
