"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.946557185374149,0.0204881283844735,172,46.2002759652501,6.95312846707772e-99
"cond_typeactive_s",-0.0609056122448979,0.0218378494101749,172,-2.7889931421782,0.00588323238561044
"cond_typepassive_ns",-0.00212585034013604,0.0218378494101748,172,-0.0973470555734097,0.922564130978822
"cond_typepassive_s",-0.139030612244898,0.0218378494101748,172,-6.36649743450103,1.69918537834668e-09
"groupsA_first",-0.102416142818677,0.0249154012118704,172,-4.11055563375327,6.10127106784357e-05
"groupsA_second",-0.0787509690654258,0.0244937335228986,172,-3.21514762099471,0.00155738480584503
