"subind","cond_type","groups","ID","N","rt_avg","rt_se","acc_mean","acc_se"
"2_034","passive_s","A_second","2",2,4.877670526505,0.622131586075,0.4375,0.265165042944955
"2_048","active_ns","A_second","2",2,5.6175984740275,0.00888448953749954,1,0
"2_048","active_s","A_second","2",2,4.107764959335,0.0957589149450002,0.875,0
"2_048","passive_ns","A_second","2",2,5.5487429499625,0.0903880000124997,0.9375,0.0883883476483184
"2_048","passive_s","A_second","2",2,5.23969852924,0.28710949421,0.8125,0.265165042944955
"c_018","active_ns","A_control","c",3,4.34999918937667,0.110506613125112,1,0
"c_018","active_s","A_control","c",3,4.31051035722167,0.0486814561273299,0.75,0.125
"c_018","passive_ns","A_control","c",3,5.04144454002333,0.273759251247954,1,0
"c_018","passive_s","A_control","c",3,4.13981274763667,0.257588930257068,0.666666666666667,0.190940653956493
"c_032","active_ns","A_control","c",3,4.32860684394833,0.308140549751172,0.916666666666667,0.0721687836487032
"c_032","active_s","A_control","c",3,3.60878614584667,0.203694326358819,0.833333333333333,0.288675134594813
"c_032","passive_ns","A_control","c",3,4.46947638194,0.119359003354345,0.875,0
"c_032","passive_s","A_control","c",3,4.18992499510667,0.339727306803474,0.708333333333333,0.260208249933267
"c_037","active_ns","A_control","c",2,3.0542807579025,0.1224272251125,1,0
"c_037","active_s","A_control","c",2,3.3684707284,0.41278272867,0.9375,0.0883883476483184
"c_037","passive_ns","A_control","c",2,3.4227874279,0.30956554413,1,0
"c_037","passive_s","A_control","c",2,3.588677704335,0.0742772221550001,0.875,0.176776695296637
"c_039","active_ns","A_control","c",3,3.916494806605,0.501076912765076,0.833333333333333,0.0721687836487032
"c_039","active_s","A_control","c",3,3.22040994962,0.622170246218269,0.916666666666667,0.144337567297406
"c_039","passive_ns","A_control","c",3,3.99417217572667,0.316155411485811,0.916666666666667,0.144337567297406
"c_039","passive_s","A_control","c",3,3.81298522154167,0.433586783282838,0.75,0.21650635094611
"c_040","active_ns","A_control","c",1,3.264892458915,NA,1,NA
"c_040","active_s","A_control","c",1,3.10477745533,NA,1,NA
"c_040","passive_ns","A_control","c",1,4.511432528495,NA,1,NA
"c_040","passive_s","A_control","c",1,3.2476708889,NA,0.625,NA
"c_043","active_ns","A_control","c",3,4.96826867262667,0.0644685846120328,0.833333333333333,0.190940653956493
"c_043","active_s","A_control","c",3,4.37619527180667,0.34624255300152,0.708333333333333,0.144337567297406
"c_043","passive_ns","A_control","c",3,5.302281975745,0.393249152875838,0.875,0.125
"c_043","passive_s","A_control","c",3,5.252947409945,0.0824389034146631,0.666666666666667,0.0721687836487032
"c_044","active_ns","A_control","c",2,5.0334712266925,0.5138796567925,0.875,0.176776695296637
"c_044","active_s","A_control","c",2,3.50464141369,0.43597757816,0.9375,0.0883883476483184
"c_044","passive_ns","A_control","c",2,4.60307788849,0.58569598198,0.875,0
"c_044","passive_s","A_control","c",2,4.126109540465,0.193127453325,0.875,0.176776695296637
"c_045","active_ns","A_control","c",2,3.316535532475,0.07702857256,1,0
"c_045","active_s","A_control","c",2,3.2376353740675,0.7649297714225,0.9375,0.0883883476483184
"c_045","passive_ns","A_control","c",2,3.4582309722925,0.4836269617075,1,0
"c_045","passive_s","A_control","c",2,3.0556225180625,0.0306069254874999,1,0
"c_046","active_ns","A_control","c",2,4.214897215365,0.12430125475,1,0
"c_046","active_s","A_control","c",2,3.074814498425,0.53984493017,1,0
"c_046","passive_ns","A_control","c",2,4.57674956322,0.523998975755,1,0
"c_046","passive_s","A_control","c",2,3.0353968739475,0.1957030892375,0.9375,0.0883883476483184
"c_047","active_ns","A_control","c",2,3.587196469305,0.277908444405,0.875,0
"c_047","active_s","A_control","c",2,3.82638347149,0.48522901535,1,0
"c_047","passive_ns","A_control","c",2,3.20852339268,0.0544344186800001,0.9375,0.0883883476483184
"c_047","passive_s","A_control","c",2,2.90444904566,0.15693503618,0.75,0.353553390593274
"c_054","active_ns","A_control","c",2,5.7329867482175,0.6530397534375,0.5625,0.0883883476483184
"c_054","active_s","A_control","c",2,4.991379499435,0.605243444445,0.875,0
"c_054","passive_ns","A_control","c",2,5.676822185515,0.267288684845,0.4375,0.0883883476483184
"c_054","passive_s","A_control","c",2,4.644643485545,0.0809634327899999,0.875,0.176776695296637
"c_057","active_ns","A_control","c",2,4.06336951256,0.3085565567,0.9375,0.0883883476483184
"c_057","active_s","A_control","c",2,3.616609215735,0.196965694425,0.875,0.176776695296637
"c_057","passive_ns","A_control","c",2,3.641458809375,0.00764280557500019,0.9375,0.0883883476483184
"c_057","passive_s","A_control","c",2,3.98152422905,0.56549024582,0.8125,0.0883883476483184
"c_058","active_ns","A_control","c",2,1.750804543495,0.12504994869,1,0
"c_058","active_s","A_control","c",2,1.62859904766,0.1203969717,0.875,0
"c_058","passive_ns","A_control","c",2,1.804000079635,0.148353517055,1,0
"c_058","passive_s","A_control","c",2,1.6808282136925,0.0904817581175,1,0
"c_059","active_ns","A_control","c",3,2.40576553344667,0.130426818939824,1,0
"c_059","active_s","A_control","c",3,2.537946422895,0.132905125736441,1,0
"c_059","passive_ns","A_control","c",3,3.30733470121833,0.417827969640053,0.958333333333333,0.0721687836487032
"c_059","passive_s","A_control","c",3,3.23618415991667,0.705531547216921,0.958333333333333,0.0721687836487032
"c_061","active_ns","A_control","c",3,4.42688266436333,0.210966756087492,0.791666666666667,0.144337567297406
"c_061","active_s","A_control","c",3,3.29828679561667,0.430129799649177,0.916666666666667,0.144337567297406
"c_061","passive_ns","A_control","c",3,4.70345620314167,0.419383112830474,0.625,0.21650635094611
"c_061","passive_s","A_control","c",3,3.68914461136,0.45859144328843,0.958333333333333,0.0721687836487032
"c_062","active_ns","A_control","c",2,5.374034404755,0.429906606675,0.6875,0.0883883476483184
"c_062","active_s","A_control","c",2,2.9479229450225,0.2720229625725,1,0
"c_062","passive_ns","A_control","c",2,4.840875506405,0.131410479545,0.75,0.176776695296637
"c_062","passive_s","A_control","c",2,3.1358633637425,0.3358902335175,1,0
"c_068","active_ns","A_control","c",2,2.777646303175,0.179453253745,1,0
"c_068","active_s","A_control","c",2,2.53033494949,0.24845290184,0.875,0
"c_068","passive_ns","A_control","c",2,2.7257398366925,0.0125688314425001,1,0
"c_068","passive_s","A_control","c",2,3.263208210465,0.0783532261850002,0.8125,0.265165042944955
"c_078","active_ns","A_control","c",2,2.933855831625,0.057962715625,1,0
"c_078","active_s","A_control","c",2,2.662949204445,0.117695212365,0.8125,0.0883883476483184
"c_078","passive_ns","A_control","c",2,3.22996199131,0.58538401127,0.9375,0.0883883476483184
"c_078","passive_s","A_control","c",2,2.7725272774725,0.3869232535375,0.875,0.176776695296637
"c_079","active_ns","A_control","c",3,4.24367157618167,0.541185321308895,0.916666666666667,0.0721687836487032
"c_079","active_s","A_control","c",3,4.11335893472,0.317646237636808,0.958333333333333,0.0721687836487032
"c_079","passive_ns","A_control","c",3,5.069493492445,0.55454479159,0.875,0.125
"c_079","passive_s","A_control","c",3,4.58434879779667,0.904551407997017,0.916666666666667,0.0721687836487032
"c_081","active_ns","A_control","c",3,3.70335435867333,0.479730269466522,0.875,0.125
"c_081","active_s","A_control","c",3,3.08114306131833,0.199952292813133,0.916666666666667,0.0721687836487032
"c_081","passive_ns","A_control","c",3,3.566510160765,0.436513451390664,0.958333333333333,0.0721687836487032
"c_081","passive_s","A_control","c",3,3.21931533018833,0.210525869616971,0.833333333333333,0.190940653956493
"c_082","active_ns","A_control","c",3,2.83308585484667,0.229659494598295,0.958333333333333,0.0721687836487032
"c_082","active_s","A_control","c",3,2.83935435613,0.268031055900716,0.958333333333333,0.0721687836487032
"c_082","passive_ns","A_control","c",3,2.820144494375,0.130540801087743,1,0
"c_082","passive_s","A_control","c",3,3.12482670942833,0.219472326983917,0.666666666666667,0.144337567297406
"c_084","active_ns","A_control","c",3,3.93337837854833,0.296113487999162,0.958333333333333,0.0721687836487032
"c_084","active_s","A_control","c",3,3.08027545611,0.369519207228409,1,0
"c_084","passive_ns","A_control","c",3,3.65956946214167,0.184215685684014,1,0
"c_084","passive_s","A_control","c",3,2.96022617817,0.122428400702272,1,0
"c_085","active_ns","A_control","c",2,4.338505029675,0.198755025865,0.875,0
"c_085","active_s","A_control","c",2,2.6163532137875,0.1722707152375,1,0
"c_085","passive_ns","A_control","c",2,4.472263634205,0.577423512935,0.8125,0.265165042944955
"c_085","passive_s","A_control","c",2,2.928754091265,0.153558015825,0.875,0
"c_086","active_ns","A_control","c",3,3.25211032231833,0.247394973218662,0.833333333333333,0.190940653956493
"c_086","active_s","A_control","c",3,2.77183612187833,0.24068316567647,0.916666666666667,0.144337567297406
"c_086","passive_ns","A_control","c",3,4.36190251509333,0.169210951615929,0.916666666666667,0.0721687836487032
"c_086","passive_s","A_control","c",3,3.58979598681167,0.206337979460398,0.958333333333333,0.0721687836487032
"c_101","active_ns","A_control","c",3,2.71934922536167,0.287582549222715,1,0
"c_101","active_s","A_control","c",3,2.6707119147,0.297004872016186,0.958333333333333,0.0721687836487032
"c_101","passive_ns","A_control","c",3,2.79975104331833,0.125895214138563,1,0
"c_101","passive_s","A_control","c",3,3.38045958678,0.443977513084252,0.833333333333333,0.288675134594813
