"subind","groups","runnum","first","cond_type","N","rt_median","acc_avg","city","sense","active","ID","subtype","rep","city.sense","city.active","subtype.sense","groups.sense","ID2"
"1_015","A_second","2",1,"active_s",8,6.09238255024,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_015","A_second","2",1,"passive_ns",8,7.23545312881,0.875,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_015","A_second","2",1,"passive_s",8,6.78013086319,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_015","A_second","3",1,"active_ns",8,5.54074192047,0.875,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_015","A_second","3",1,"active_s",8,5.346733927725,0.5,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_015","A_second","3",1,"passive_ns",8,6.024320483205,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_015","A_second","3",1,"passive_s",8,6.175995111465,0.5,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_020","A_first","1",1,"active_ns",8,5.470799446105,0.5,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"1_020","A_first","1",1,"active_s",8,4.29697990417,0.875,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_firstsense","1"
"1_020","A_first","1",1,"passive_ns",8,5.27102148533,0.75,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"1_020","A_first","1",1,"passive_s",8,4.59358119965,0.875,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"1_020","A_first","3",1,"active_ns",8,6.55170702934,0.625,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"1_020","A_first","3",1,"active_s",8,4.7603700161,0.625,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_firstsense","1"
"1_020","A_first","3",1,"passive_ns",8,6.13042211533,0.875,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"1_020","A_first","3",1,"passive_s",8,5.1278488636,0.875,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"1_020","A_second","1",1,"active_ns",8,4.6742875576,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_020","A_second","1",1,"active_s",8,4.97509288788,0.875,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_020","A_second","1",1,"passive_ns",8,5.17406511307,0.875,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_020","A_second","1",1,"passive_s",8,5.61674499512,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_020","A_second","2",1,"active_ns",8,4.757650494575,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_020","A_second","2",1,"active_s",8,5.31038713455,0.625,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_020","A_second","2",1,"passive_ns",8,4.41192305088,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_020","A_second","2",1,"passive_s",8,3.93680477142,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_020","A_second","3",1,"active_ns",8,3.52299296856,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_020","A_second","3",1,"active_s",8,3.95650053024,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_020","A_second","3",1,"passive_ns",8,4.71573996544,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_020","A_second","3",1,"passive_s",8,3.95053911209,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_028","A_first","1",1,"active_ns",8,4.193158984185,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"1_028","A_first","1",1,"active_s",8,5.650389552115,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_firstsense","1"
"1_028","A_first","1",1,"passive_ns",8,4.76607608795,0.875,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"1_028","A_first","1",1,"passive_s",8,5.33831000328,0.5,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"1_028","A_first","2",1,"active_ns",8,4.059482455255,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"1_028","A_first","2",1,"active_s",8,3.837882995605,1,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_firstsense","1"
"1_028","A_first","2",1,"passive_ns",8,4.686473011975,0.75,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"1_028","A_first","2",1,"passive_s",8,4.823316931725,0.75,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"1_028","A_second","1",1,"active_ns",8,3.95908808708,0.875,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_028","A_second","1",1,"active_s",8,2.92739605904,0.625,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_028","A_second","1",1,"passive_ns",8,3.71859455109,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_028","A_second","1",1,"passive_s",8,3.33759593964,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_028","A_second","2",1,"active_ns",8,3.562003970145,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_028","A_second","2",1,"active_s",8,3.4508459568,0.625,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_028","A_second","2",1,"passive_ns",8,3.57983100414,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_028","A_second","2",1,"passive_s",8,5.461007475855,0.25,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_028","A_second","3",1,"active_ns",8,2.98688995838,1,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_028","A_second","3",1,"active_s",8,3.10942149162,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_028","A_second","3",1,"passive_ns",8,4.077829003335,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_028","A_second","3",1,"passive_s",8,3.10608911514,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_036","A_second","1",1,"active_ns",8,4.55477190018,0.875,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_036","A_second","1",1,"active_s",8,4.37845802307,0.625,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_036","A_second","1",1,"passive_ns",8,5.027557969095,0.75,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_036","A_second","1",1,"passive_s",8,5.63963103294,0.625,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_036","A_second","2",1,"active_ns",8,4.12209010124,0.875,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"1_036","A_second","2",1,"active_s",8,4.98004758358,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_secondsense","1"
"1_036","A_second","2",1,"passive_ns",8,4.747050523755,0.75,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"1_036","A_second","2",1,"passive_s",8,5.06709003448,0.375,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"1_036","A_third","1",1,"active_ns",8,4.45602297783,0.875,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"1_036","A_third","1",1,"active_s",8,3.871926426885,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_thirdsense","1"
"1_036","A_third","1",1,"passive_ns",8,6.600714564325,0.75,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"1_036","A_third","1",1,"passive_s",8,3.67548251152,1,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_thirdsense","1"
"1_036","A_third","2",1,"active_ns",8,4.35080099106,0.875,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"1_036","A_third","2",1,"active_s",8,4.81625199318,0.75,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_thirdsense","1"
"1_036","A_third","2",1,"passive_ns",8,4.77400350571,1,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"1_036","A_third","2",1,"passive_s",8,4.53434050083,0.75,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_thirdsense","1"
"1_036","A_third","3",1,"active_ns",8,4.24908804893,0.625,"austin","nonsense","active","1","i","r","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"1_036","A_third","3",1,"active_s",8,3.7930560112,0.875,"austin","sense","active","1","i","r","austinsense","austinactive","isense","A_thirdsense","1"
"1_036","A_third","3",1,"passive_ns",8,5.49244689941,0.875,"austin","nonsense","passive","1","i","r","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"1_036","A_third","3",1,"passive_s",8,5.024518847465,0.75,"austin","sense","passive","1","i","r","austinsense","austinpassive","isense","A_thirdsense","1"
"1496_2","H_third","1",1,"active_ns",8,3.11771876116,0.875,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1496_2","H_third","1",1,"active_s",8,4.10186602489,0.75,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1496_2","H_third","1",1,"passive_ns",7,3.75749420757,1,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1496_2","H_third","1",1,"passive_s",8,7.1267875149,0.125,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1496_2","H_third","2",1,"active_ns",8,3.68813100382,1,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1496_2","H_third","2",1,"active_s",8,3.43124310519,1,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1496_2","H_third","2",1,"passive_ns",8,4.15205058462,0.625,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1496_2","H_third","2",1,"passive_s",8,4.014419049755,0.5,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1496_2","H_third","3",1,"active_ns",8,3.527203692935,0.75,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1496_2","H_third","3",1,"active_s",8,3.08494943277,1,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1496_2","H_third","3",1,"passive_ns",8,3.134787868925,1,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1496_2","H_third","3",1,"passive_s",8,2.849126275045,0.75,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1589_2","H_third","1",1,"active_ns",8,3.85364384499,0.75,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1589_2","H_third","1",1,"active_s",8,4.32785438212,0.625,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1589_2","H_third","1",1,"passive_ns",8,5.128480484,0.875,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1589_2","H_third","1",1,"passive_s",8,4.5442994937,0.5,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1589_2","H_third","2",1,"active_ns",8,2.75161938569,0.75,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1589_2","H_third","2",1,"active_s",8,3.76538287991,0.625,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1589_2","H_third","2",1,"passive_ns",8,3.50140898606,0.875,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1589_2","H_third","2",1,"passive_s",8,3.64971326383,0.625,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1627_2","H_first","1",1,"active_ns",8,6.39676054173,0.625,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_firstnonsense","1"
"1627_2","H_first","1",1,"active_s",7,6.63352650443,0.714285714285714,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_firstsense","1"
"1627_2","H_first","1",1,"passive_ns",8,6.48499891541,0.625,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_firstnonsense","1"
"1627_2","H_first","1",1,"passive_s",8,5.722367031395,0.5,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_firstsense","1"
"1627_2","H_first","2",1,"active_ns",8,5.818732894045,0.75,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_firstnonsense","1"
"1627_2","H_first","2",1,"active_s",8,4.97102710203,0.625,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_firstsense","1"
"1627_2","H_first","2",1,"passive_ns",8,5.38631867422,0.5,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_firstnonsense","1"
"1627_2","H_first","2",1,"passive_s",8,5.42650786257,0.625,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_firstsense","1"
"1690_2","H_third","1",1,"active_ns",8,3.474374809355,1,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1690_2","H_third","1",1,"active_s",8,3.79187825081,1,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1690_2","H_third","1",1,"passive_ns",8,4.7558903761,1,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1690_2","H_third","1",1,"passive_s",8,3.5960386549,0.75,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1690_2","H_third","2",1,"active_ns",8,3.40503309484,1,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1690_2","H_third","2",1,"active_s",8,3.378180281545,0.25,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1690_2","H_third","2",1,"passive_ns",8,3.54363177168,1,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1690_2","H_third","2",1,"passive_s",8,4.158197571785,0.5,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1690_2","H_third","3",1,"active_ns",8,3.67630846321,1,"houston","nonsense","active","2","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1690_2","H_third","3",1,"active_s",8,3.46654323271,0.625,"houston","sense","active","2","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1690_2","H_third","3",1,"passive_ns",8,2.644929211175,1,"houston","nonsense","passive","2","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1690_2","H_third","3",1,"passive_s",8,3.489067559945,0.75,"houston","sense","passive","2","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1697_1","H_third","1",1,"active_ns",8,4.78102646186,0.75,"houston","nonsense","active","1","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1697_1","H_third","1",1,"active_s",8,3.35771002115,0.875,"houston","sense","active","1","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1697_1","H_third","1",1,"passive_ns",8,3.75341006793,1,"houston","nonsense","passive","1","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1697_1","H_third","1",1,"passive_s",8,3.90227540689,0.875,"houston","sense","passive","1","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1697_1","H_third","2",1,"active_ns",8,3.1390278827,0.875,"houston","nonsense","active","1","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1697_1","H_third","2",1,"active_s",8,4.05909506861,0.875,"houston","sense","active","1","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1697_1","H_third","2",1,"passive_ns",8,4.154524419885,1,"houston","nonsense","passive","1","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1697_1","H_third","2",1,"passive_s",8,4.06907022357,0.625,"houston","sense","passive","1","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1697_1","H_third","3",1,"active_ns",8,3.661035375725,0.75,"houston","nonsense","active","1","i","u","houstonnonsense","houstonactive","inonsense","H_thirdnonsense","1"
"1697_1","H_third","3",1,"active_s",8,3.7692628042,0.875,"houston","sense","active","1","i","u","houstonsense","houstonactive","isense","H_thirdsense","1"
"1697_1","H_third","3",1,"passive_ns",8,4.52405637863,1,"houston","nonsense","passive","1","i","u","houstonnonsense","houstonpassive","inonsense","H_thirdnonsense","1"
"1697_1","H_third","3",1,"passive_s",8,4.45586153951,0.75,"houston","sense","passive","1","i","u","houstonsense","houstonpassive","isense","H_thirdsense","1"
"1794_1","H_first","1",1,"active_ns",8,7.0949549116,0.625,"houston","nonsense","active","1","i","r","houstonnonsense","houstonactive","inonsense","H_firstnonsense","1"
"1794_1","H_first","1",1,"active_s",8,6.162794749885,0.5,"houston","sense","active","1","i","r","houstonsense","houstonactive","isense","H_firstsense","1"
"1794_1","H_first","1",1,"passive_ns",8,5.85224288272,0.875,"houston","nonsense","passive","1","i","r","houstonnonsense","houstonpassive","inonsense","H_firstnonsense","1"
"1794_1","H_first","1",1,"passive_s",8,6.8007050409,0.625,"houston","sense","passive","1","i","r","houstonsense","houstonpassive","isense","H_firstsense","1"
"1794_1","H_second","1",1,"active_ns",8,5.875841990305,0.75,"houston","nonsense","active","1","i","r","houstonnonsense","houstonactive","inonsense","H_secondnonsense","1"
"1794_1","H_second","1",1,"active_s",8,5.377195457125,0.75,"houston","sense","active","1","i","r","houstonsense","houstonactive","isense","H_secondsense","1"
"1794_1","H_second","1",1,"passive_ns",7,5.27032353606,0.714285714285714,"houston","nonsense","passive","1","i","r","houstonnonsense","houstonpassive","inonsense","H_secondnonsense","1"
"1794_1","H_second","1",1,"passive_s",8,5.20556930556,0.5,"houston","sense","passive","1","i","r","houstonsense","houstonpassive","isense","H_secondsense","1"
"1986_1","H_second","1",1,"active_ns",8,3.61464620603,0.875,"houston","nonsense","active","1","i","u","houstonnonsense","houstonactive","inonsense","H_secondnonsense","1"
"1986_1","H_second","1",1,"active_s",8,3.483628010185,0.75,"houston","sense","active","1","i","u","houstonsense","houstonactive","isense","H_secondsense","1"
"1986_1","H_second","1",1,"passive_ns",8,4.50962184323,0.875,"houston","nonsense","passive","1","i","u","houstonnonsense","houstonpassive","inonsense","H_secondnonsense","1"
"1986_1","H_second","1",1,"passive_s",8,4.60933743937,0.375,"houston","sense","passive","1","i","u","houstonsense","houstonpassive","isense","H_secondsense","1"
"1986_1","H_second","3",1,"active_ns",8,4.44799060258,0.75,"houston","nonsense","active","1","i","u","houstonnonsense","houstonactive","inonsense","H_secondnonsense","1"
"1986_1","H_second","3",1,"active_s",8,3.954026381045,0.5,"houston","sense","active","1","i","u","houstonsense","houstonactive","isense","H_secondsense","1"
"1986_1","H_second","3",1,"passive_ns",8,5.76811918884,0.875,"houston","nonsense","passive","1","i","u","houstonnonsense","houstonpassive","inonsense","H_secondnonsense","1"
"1986_1","H_second","3",1,"passive_s",8,5.2544130407,0.875,"houston","sense","passive","1","i","u","houstonsense","houstonpassive","isense","H_secondsense","1"
"2_003","A_third","1",1,"active_ns",8,4.13541460037,1,"austin","nonsense","active","2","i","u","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"2_003","A_third","1",1,"active_s",8,5.07498192787,0.625,"austin","sense","active","2","i","u","austinsense","austinactive","isense","A_thirdsense","1"
"2_003","A_third","1",1,"passive_ns",8,4.635586977005,1,"austin","nonsense","passive","2","i","u","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"2_003","A_third","1",1,"passive_s",8,4.906324982645,0.75,"austin","sense","passive","2","i","u","austinsense","austinpassive","isense","A_thirdsense","1"
"2_005","A_second","1",1,"active_ns",8,5.706655979155,1,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"2_005","A_second","1",1,"active_s",8,4.953849554065,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_secondsense","1"
"2_005","A_second","1",1,"passive_ns",8,6.324258565905,1,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"2_005","A_second","1",1,"passive_s",8,4.430275082585,0.75,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"2_005","A_second","2",1,"active_ns",8,4.97142148018,1,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"2_005","A_second","2",1,"active_s",8,4.258825063705,0.75,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_secondsense","1"
"2_005","A_second","2",1,"passive_ns",8,5.56434607506,0.875,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"2_005","A_second","2",1,"passive_s",8,5.87106847763,0.75,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"2_005","A_second","3",1,"active_ns",8,4.35951113701,0.75,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"2_005","A_second","3",1,"active_s",8,2.753447413445,0.75,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_secondsense","1"
"2_005","A_second","3",1,"passive_ns",8,4.44400596619,1,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"2_005","A_second","3",1,"passive_s",8,3.710231900215,0.75,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"2_005","A_third","1",1,"active_ns",8,4.78257703781,0.875,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"2_005","A_third","1",1,"active_s",8,4.452111959455,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_thirdsense","1"
"2_005","A_third","1",1,"passive_ns",8,4.43491697311,0.875,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"2_005","A_third","1",1,"passive_s",8,4.58009147644,1,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_thirdsense","1"
"2_005","A_third","2",1,"active_ns",8,3.629948973655,0.75,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"2_005","A_third","2",1,"active_s",8,3.37876343727,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_thirdsense","1"
"2_005","A_third","2",1,"passive_ns",8,4.21745300293,0.875,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"2_005","A_third","2",1,"passive_s",8,4.340675592425,1,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_thirdsense","1"
"2_005","A_third","3",1,"active_ns",8,4.82141637802,1,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_thirdnonsense","1"
"2_005","A_third","3",1,"active_s",8,3.35129749775,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_thirdsense","1"
"2_005","A_third","3",1,"passive_ns",8,5.97280406952,0.625,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_thirdnonsense","1"
"2_005","A_third","3",1,"passive_s",8,4.073196053505,1,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_thirdsense","1"
"2_008","A_first","1",1,"active_ns",8,4.04512500763,1,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"2_008","A_first","1",1,"active_s",8,3.802435159685,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_firstsense","1"
"2_008","A_first","1",1,"passive_ns",8,5.02844703197,1,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"2_008","A_first","1",1,"passive_s",8,4.48740041256,1,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"2_008","A_first","2",1,"active_ns",8,4.72149705887,0.875,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"2_008","A_first","2",1,"active_s",8,3.594281077385,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_firstsense","1"
"2_008","A_first","2",1,"passive_ns",8,3.57942795753,0.875,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"2_008","A_first","2",1,"passive_s",8,4.692299485205,1,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"2_008","A_first","3",1,"active_ns",8,3.465938448905,0.75,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_firstnonsense","1"
"2_008","A_first","3",1,"active_s",8,4.27630496025,0.875,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_firstsense","1"
"2_008","A_first","3",1,"passive_ns",8,4.13178491592,0.875,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_firstnonsense","1"
"2_008","A_first","3",1,"passive_s",8,4.81734585762,0.625,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_firstsense","1"
"2_008","A_second","1",1,"active_ns",8,4.85411989689,1,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"2_008","A_second","1",1,"active_s",8,4.504936099055,0.75,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_secondsense","1"
"2_008","A_second","1",1,"passive_ns",8,4.61045861244,1,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"2_008","A_second","1",1,"passive_s",8,3.87952208519,0.875,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_secondsense","1"
"2_008","A_second","2",1,"active_ns",8,4.411953926085,1,"austin","nonsense","active","2","i","r","austinnonsense","austinactive","inonsense","A_secondnonsense","1"
"2_008","A_second","2",1,"active_s",8,4.503236413005,1,"austin","sense","active","2","i","r","austinsense","austinactive","isense","A_secondsense","1"
"2_008","A_second","2",1,"passive_ns",8,4.90872454643,1,"austin","nonsense","passive","2","i","r","austinnonsense","austinpassive","inonsense","A_secondnonsense","1"
"2_008","A_second","2",1,"passive_s",8,5.01122808456,0.875,"austin","sense","passive","2","i","r","austinsense","austinpassive","isense","A_secondsense","1"
