"subind","runnum","cond_type","group","N","rt_median","acc_avg"
"1_028","2","passive_ns","A_first",8,4.686473011975,0.75
"1_028","2","passive_s","A_first",8,4.823316931725,0.75
"2_008","1","active_ns","A_first",8,4.04512500763,1
"2_008","1","active_s","A_first",8,3.802435159685,1
"2_008","1","passive_ns","A_first",8,5.02844703197,1
"2_008","1","passive_s","A_first",8,4.48740041256,1
"2_008","2","active_ns","A_first",8,4.72149705887,0.875
"2_008","2","active_s","A_first",8,3.594281077385,1
"2_008","2","passive_ns","A_first",8,3.57942795753,0.875
"2_008","2","passive_s","A_first",8,4.692299485205,1
"2_008","3","active_ns","A_first",8,3.465938448905,0.75
"2_008","3","active_s","A_first",8,4.27630496025,0.875
"2_008","3","passive_ns","A_first",8,4.13178491592,0.875
"2_008","3","passive_s","A_first",8,4.81734585762,0.625
"2_010","1","active_ns","A_first",8,5.78900051117,1
"2_010","1","active_s","A_first",8,3.893161058425,1
"2_010","1","passive_ns","A_first",8,5.68907904625,0.875
"2_010","1","passive_s","A_first",8,4.907167434695,0.75
"2_010","2","active_ns","A_first",8,5.23891055584,0.75
"2_010","2","active_s","A_first",8,3.418254971505,1
"2_010","2","passive_ns","A_first",8,5.80142259598,0.5
"2_010","2","passive_s","A_first",8,5.00096845627,0.75
"2_010","3","active_ns","A_first",8,4.437741518025,1
"2_010","3","active_s","A_first",8,4.251180052755,0.75
"2_010","3","passive_ns","A_first",8,4.82742094994,0.875
"2_010","3","passive_s","A_first",8,4.178570508955,0.75
"2_011","1","active_ns","A_first",8,5.88326621056,0.625
"2_011","1","active_s","A_first",8,4.57988500595,0.875
"2_011","1","passive_ns","A_first",8,4.81909942627,0.5
"2_011","1","passive_s","A_first",8,4.615577459335,1
"2_011","2","active_ns","A_first",8,3.61655783653,0.625
"2_011","2","active_s","A_first",8,3.78209841251,0.75
"2_011","2","passive_ns","A_first",8,5.10479617119,0.625
"2_011","2","passive_s","A_first",8,4.496778965,0.625
"2_027","1","active_ns","A_first",8,4.123659014705,1
"2_027","1","active_s","A_first",8,4.28426504135,0.875
"2_027","1","passive_ns","A_first",8,3.82362008095,0.875
"2_027","1","passive_s","A_first",8,3.69526910782,0.625
"2_027","2","active_ns","A_first",8,3.80237138271,1
"2_027","2","active_s","A_first",8,3.58353805542,0.75
"2_027","2","passive_ns","A_first",8,4.264606952665,1
"2_027","2","passive_s","A_first",8,3.85158801079,0.875
"2_027","3","active_ns","A_first",8,3.19983506203,0.875
"2_027","3","active_s","A_first",8,3.13663697243,0.625
"2_027","3","passive_ns","A_first",8,3.81754052639,1
"2_027","3","passive_s","A_first",8,3.06365597248,0.5
"2_031","1","active_ns","A_first",8,3.2592099905,1
"2_031","1","active_s","A_first",8,3.56739616394,0.875
"2_031","1","passive_ns","A_first",8,3.74428451061,1
"2_031","1","passive_s","A_first",8,3.09438204765,0.625
"2_031","2","active_ns","A_first",8,3.62387704849,1
"2_031","2","active_s","A_first",8,3.57607197762,0.625
"2_031","2","passive_ns","A_first",8,3.07171356678,1
"2_031","2","passive_s","A_first",8,3.17292010784,0.75
"2_031","3","active_ns","A_first",8,2.61614394188,1
"2_031","3","active_s","A_first",8,3.19773006439,0.875
"2_031","3","passive_ns","A_first",8,3.248718619345,1
"2_031","3","passive_s","A_first",8,3.503231048585,0.75
"0_013_second","3","active_ns","A_second",8,4.33649706841,0.875
"0_013_second","3","active_s","A_second",8,4.056461453435,0.75
"0_013_second","3","passive_ns","A_second",8,4.70250892639,0.875
"0_013_second","3","passive_s","A_second",8,3.60571694374,0.875
"0_026_second","1","active_ns","A_second",8,4.78851211071,0.5
"0_026_second","1","active_s","A_second",8,3.82168793678,0.625
"0_026_second","1","passive_ns","A_second",8,5.0253610611,0.875
"0_026_second","1","passive_s","A_second",8,4.9526309967,0.625
"0_040_second","1","active_ns","A_second",8,3.264892458915,1
"0_040_second","1","active_s","A_second",8,3.10477745533,1
"0_040_second","1","passive_ns","A_second",8,4.511432528495,1
"0_040_second","1","passive_s","A_second",8,3.2476708889,0.625
"0_049_second","1","active_ns","A_second",8,4.468649506565,1
"0_049_second","1","active_s","A_second",8,3.39303994179,1
"0_049_second","1","passive_ns","A_second",8,4.60084104538,0.875
"0_049_second","1","passive_s","A_second",8,3.689871549605,0.75
"0_049_second","2","active_ns","A_second",8,3.861710071565,1
"0_049_second","2","active_s","A_second",8,3.29443645477,1
"0_049_second","2","passive_ns","A_second",8,4.18083810806,0.875
"0_049_second","2","passive_s","A_second",8,3.892584443095,0.75
"0_049_second","3","active_ns","A_second",8,3.89367389679,0.875
"0_049_second","3","active_s","A_second",8,3.48581218719,0.875
"0_049_second","3","passive_ns","A_second",8,4.0438195467,1
"0_049_second","3","passive_s","A_second",8,3.38346362114,0.5
"0_055_second","1","active_ns","A_second",8,5.17587351799,1
"0_055_second","1","active_s","A_second",8,4.288531541825,0.5
"0_055_second","1","passive_ns","A_second",8,4.996173024175,1
"0_055_second","1","passive_s","A_second",8,5.86156105995,0.625
"0_055_second","2","active_ns","A_second",8,4.287162065505,1
"0_055_second","2","active_s","A_second",8,3.84023118019,0.375
"0_055_second","2","passive_ns","A_second",8,4.755086183545,1
"0_055_second","2","passive_s","A_second",8,5.74025452137,0.5
"0_055_second","3","active_ns","A_second",8,5.240462899205,1
"0_055_second","3","active_s","A_second",8,5.10687303543,0.375
"0_055_second","3","passive_ns","A_second",8,4.47275900841,1
"0_055_second","3","passive_s","A_second",8,6.24581813812,0.375
"1_001_second","1","active_ns","A_second",8,4.350394010545,1
"1_001_second","1","active_s","A_second",8,4.26786184311,0.875
"1_001_second","1","passive_ns","A_second",8,4.81098461151,1
"1_001_second","1","passive_s","A_second",8,4.65741300583,0.75
"1_001_second","2","active_ns","A_second",8,4.040380477905,1
"1_001_second","2","active_s","A_second",8,4.306191444395,0.75
"1_001_second","2","passive_ns","A_second",8,4.934510588645,1
"1_001_second","2","passive_s","A_second",8,3.8109459877,0.625
"1_004_second","1","active_ns","A_second",8,5.644944548605,1
"1_004_second","1","active_s","A_second",8,6.54639983177,0.875
"1_004_second","1","passive_ns","A_second",8,5.49692106247,0.875
"1_004_second","1","passive_s","A_second",8,5.999609470365,0.75
"1_004_second","2","active_ns","A_second",8,4.28438186646,0.875
"1_004_second","2","active_s","A_second",8,5.17702507973,0.875
"1_004_second","2","passive_ns","A_second",8,6.34195756912,1
"1_004_second","2","passive_s","A_second",8,6.09343600273,0.875
"1_015_second","1","active_ns","A_second",8,7.22142696381,0.875
"1_015_second","1","active_s","A_second",8,5.38826417923,0.625
"1_015_second","1","passive_ns","A_second",8,6.62760257721,0.75
"1_015_second","1","passive_s","A_second",8,6.044491052625,0.5
"1_015_second","2","active_ns","A_second",8,7.20906198025,1
"1_015_second","2","active_s","A_second",8,6.09238255024,0.75
"1_015_second","2","passive_ns","A_second",8,7.23545312881,0.875
"1_015_second","2","passive_s","A_second",8,6.78013086319,0.625
"1_015_second","3","active_ns","A_second",8,5.54074192047,0.875
"1_015_second","3","active_s","A_second",8,5.346733927725,0.5
"1_015_second","3","passive_ns","A_second",8,6.024320483205,1
"1_015_second","3","passive_s","A_second",8,6.175995111465,0.5
"1_020_second","1","active_ns","A_second",8,4.6742875576,1
"1_020_second","1","active_s","A_second",8,4.97509288788,0.875
"1_020_second","1","passive_ns","A_second",8,5.17406511307,0.875
"1_020_second","1","passive_s","A_second",8,5.61674499512,0.625
"1_020_second","2","active_ns","A_second",8,4.757650494575,1
"1_020_second","2","active_s","A_second",8,5.31038713455,0.625
"1_020_second","2","passive_ns","A_second",8,4.41192305088,1
"1_020_second","2","passive_s","A_second",8,3.93680477142,0.625
"1_020_second","3","active_ns","A_second",8,3.52299296856,1
"1_020_second","3","active_s","A_second",8,3.95650053024,0.75
"1_020_second","3","passive_ns","A_second",8,4.71573996544,1
"1_020_second","3","passive_s","A_second",8,3.95053911209,0.625
"1_028_second","1","active_ns","A_second",8,3.95908808708,0.875
"1_028_second","1","active_s","A_second",8,2.92739605904,0.625
"1_028_second","1","passive_ns","A_second",8,3.71859455109,1
"1_028_second","1","passive_s","A_second",8,3.33759593964,0.625
"1_028_second","2","active_ns","A_second",8,3.562003970145,1
"1_028_second","2","active_s","A_second",8,3.4508459568,0.625
"1_028_second","2","passive_ns","A_second",8,3.57983100414,1
"1_028_second","2","passive_s","A_second",8,5.461007475855,0.25
"1_028_second","3","active_ns","A_second",8,2.98688995838,1
"1_028_second","3","active_s","A_second",8,3.10942149162,0.75
"1_028_second","3","passive_ns","A_second",8,4.077829003335,1
"1_028_second","3","passive_s","A_second",8,3.10608911514,0.625
"1_036_second","1","active_ns","A_second",8,4.55477190018,0.875
"1_036_second","1","active_s","A_second",8,4.37845802307,0.625
"1_036_second","1","passive_ns","A_second",8,5.027557969095,0.75
"1_036_second","1","passive_s","A_second",8,5.63963103294,0.625
"1_036_second","2","active_ns","A_second",8,4.12209010124,0.875
"1_036_second","2","active_s","A_second",8,4.98004758358,0.75
"1_036_second","2","passive_ns","A_second",8,4.747050523755,0.75
"1_036_second","2","passive_s","A_second",8,5.06709003448,0.375
"2_005_second","1","active_ns","A_second",8,5.706655979155,1
"2_005_second","1","active_s","A_second",8,4.953849554065,1
"2_005_second","1","passive_ns","A_second",8,6.324258565905,1
"2_005_second","1","passive_s","A_second",8,4.430275082585,0.75
"2_005_second","2","active_ns","A_second",8,4.97142148018,1
"2_005_second","2","active_s","A_second",8,4.258825063705,0.75
"2_005_second","2","passive_ns","A_second",8,5.56434607506,0.875
"2_005_second","2","passive_s","A_second",8,5.87106847763,0.75
"2_005_second","3","active_ns","A_second",8,4.35951113701,0.75
"2_005_second","3","active_s","A_second",8,2.753447413445,0.75
"2_005_second","3","passive_ns","A_second",8,4.44400596619,1
"2_005_second","3","passive_s","A_second",8,3.710231900215,0.75
"2_008_second","1","active_ns","A_second",8,4.85411989689,1
"2_008_second","1","active_s","A_second",8,4.504936099055,0.75
"2_008_second","1","passive_ns","A_second",8,4.61045861244,1
"2_008_second","1","passive_s","A_second",8,3.87952208519,0.875
"2_008_second","2","active_ns","A_second",8,4.411953926085,1
"2_008_second","2","active_s","A_second",8,4.503236413005,1
"2_008_second","2","passive_ns","A_second",8,4.90872454643,1
"2_008_second","2","passive_s","A_second",8,5.01122808456,0.875
"2_008_second","3","active_ns","A_second",8,4.52401399612,0.875
"2_008_second","3","active_s","A_second",8,4.14480185509,0.875
"2_008_second","3","passive_ns","A_second",8,3.778313994405,0.75
"2_008_second","3","passive_s","A_second",8,4.049516558645,1
"2_010_second","1","active_ns","A_second",8,4.65912950039,1
"2_010_second","1","active_s","A_second",8,3.79842400551,0.875
"2_010_second","1","passive_ns","A_second",8,5.172360897065,1
"2_010_second","1","passive_s","A_second",8,4.09319639206,0.75
"2_010_second","2","active_ns","A_second",8,5.24396502972,1
"2_010_second","2","active_s","A_second",8,3.95225095749,0.875
"2_010_second","2","passive_ns","A_second",8,3.83544206619,0.875
"2_010_second","2","passive_s","A_second",8,4.18522894382,0.75
"2_010_second","3","active_ns","A_second",8,4.97418355942,1
"2_010_second","3","active_s","A_second",8,6.05037021637,0.625
"2_010_second","3","passive_ns","A_second",8,5.12670314312,0.75
"2_010_second","3","passive_s","A_second",8,5.12463498116,0.625
"2_031_second","1","active_ns","A_second",8,3.831683039665,1
"2_031_second","1","active_s","A_second",8,3.41080403328,0.875
"2_031_second","1","passive_ns","A_second",8,3.42031645775,1
"2_031_second","1","passive_s","A_second",8,3.94928753376,1
"2_031_second","2","active_ns","A_second",8,3.544869542125,1
"2_031_second","2","active_s","A_second",8,4.178224563595,0.75
"2_031_second","2","passive_ns","A_second",8,4.344319939615,1
"2_031_second","2","passive_s","A_second",8,4.108020424845,0.75
"2_034_second","1","active_ns","A_second",8,4.93563890457,0.875
"2_034_second","1","active_s","A_second",8,4.50303506851,0.875
"2_034_second","1","passive_ns","A_second",8,6.293463110925,1
"2_034_second","1","passive_s","A_second",8,4.25553894043,0.25
"2_034_second","2","active_ns","A_second",8,4.69217991829,0.625
"2_034_second","2","active_s","A_second",8,4.809054851535,0.5
"2_034_second","2","passive_ns","A_second",8,7.37631702423,1
"2_034_second","2","passive_s","A_second",8,5.49980211258,0.625
"2_048_second","1","active_ns","A_second",8,5.626482963565,1
"2_048_second","1","active_s","A_second",8,4.20352387428,0.875
"2_048_second","1","passive_ns","A_second",8,5.639130949975,1
"2_048_second","1","passive_s","A_second",8,5.52680802345,1
"2_048_second","3","active_ns","A_second",8,5.60871398449,1
"2_048_second","3","active_s","A_second",8,4.01200604439,0.875
"2_048_second","3","passive_ns","A_second",8,5.45835494995,0.875
"2_048_second","3","passive_s","A_second",8,4.95258903503,0.625
"0_013_third","1","active_ns","A_third",8,4.41817116737,0.875
"0_013_third","1","active_s","A_third",8,3.68264758587,1
"0_013_third","1","passive_ns","A_third",8,3.989727020265,1
"0_013_third","1","passive_s","A_third",8,4.20945811272,0.875
"0_013_third","2","active_ns","A_third",8,5.60380911827,0.875
"0_013_third","2","active_s","A_third",8,3.30904698372,0.625
"0_013_third","2","passive_ns","A_third",8,3.25174808502,0.875
"0_013_third","2","passive_s","A_third",8,3.92163848877,0.75
"0_013_third","3","active_ns","A_third",8,4.84743595123,0.875
"0_013_third","3","active_s","A_third",8,3.25606453419,1
"0_013_third","3","passive_ns","A_third",8,4.35035395622,0.875
"0_013_third","3","passive_s","A_third",8,4.62754106522,0.875
"0_026_third","1","active_ns","A_third",8,6.18214404583,1
"0_026_third","1","active_s","A_third",8,4.89237654209,1
"0_026_third","1","passive_ns","A_third",8,6.59342885017,0.875
"0_026_third","1","passive_s","A_third",8,4.96630311012,0.875
"0_026_third","2","active_ns","A_third",8,5.13277196884,0.625
"0_026_third","2","active_s","A_third",8,5.13049316406,0.875
"0_026_third","2","passive_ns","A_third",8,5.03860187531,0.625
"0_026_third","2","passive_s","A_third",8,5.64023804665,0.625
"0_068_third","2","active_ns","A_third",8,2.95709955692,1
"0_068_third","2","active_s","A_third",8,2.77878785133,0.875
"0_068_third","2","passive_ns","A_third",8,2.71317100525,1
"0_068_third","2","passive_s","A_third",8,3.18485498428,0.625
"0_068_third","3","active_ns","A_third",8,2.59819304943,1
"0_068_third","3","active_s","A_third",8,2.28188204765,0.875
"0_068_third","3","passive_ns","A_third",8,2.738308668135,1
"0_068_third","3","passive_s","A_third",8,3.34156143665,1
"1_001_third","1","active_ns","A_third",8,3.11904883385,0.875
"1_001_third","1","active_s","A_third",8,3.936294674875,1
"1_001_third","1","passive_ns","A_third",8,4.31100845337,1
"1_001_third","1","passive_s","A_third",8,3.92235398293,0.75
"1_001_third","2","active_ns","A_third",8,3.750253915785,1
"1_001_third","2","active_s","A_third",8,4.057094573975,1
"1_001_third","2","passive_ns","A_third",8,4.25130844116,1
"1_001_third","2","passive_s","A_third",8,4.0925359726,0.875
"1_001_third","3","active_ns","A_third",8,3.7737749815,1
"1_001_third","3","active_s","A_third",8,3.21040892601,0.875
"1_001_third","3","passive_ns","A_third",8,4.631487965585,1
"1_001_third","3","passive_s","A_third",8,3.49812197685,0.875
"1_004_third","1","active_ns","A_third",8,6.251634955405,1
"1_004_third","1","active_s","A_third",8,4.40633904934,1
"1_004_third","1","passive_ns","A_third",8,6.528796076775,0.5
"1_004_third","1","passive_s","A_third",8,5.94393086433,0.875
"1_004_third","2","active_ns","A_third",8,4.96659302711,0.625
"1_004_third","2","active_s","A_third",8,5.0478489399,0.875
"1_004_third","2","passive_ns","A_third",8,6.625447154045,0.5
"1_004_third","2","passive_s","A_third",8,6.7733989954,0.75
"1_004_third","3","active_ns","A_third",8,5.15248596668,1
"1_004_third","3","active_s","A_third",8,6.07548761368,1
"1_004_third","3","passive_ns","A_third",8,4.74787402153,1
"1_004_third","3","passive_s","A_third",8,6.555986166,0.875
"1_007_third","1","active_ns","A_third",8,5.53628015518,0.875
"1_007_third","1","active_s","A_third",8,3.92732012272,1
"1_007_third","1","passive_ns","A_third",8,4.807587981225,1
"1_007_third","1","passive_s","A_third",8,4.26143455505,0.75
"1_007_third","2","active_ns","A_third",8,4.06823849678,1
"1_007_third","2","active_s","A_third",8,4.43430888653,0.75
"1_007_third","2","passive_ns","A_third",8,4.29203557968,0.75
"1_007_third","2","passive_s","A_third",8,5.02632689476,0.875
"1_007_third","3","active_ns","A_third",8,4.61860752106,1
"1_007_third","3","active_s","A_third",8,2.65640246868,1
"1_007_third","3","passive_ns","A_third",8,4.171118974685,1
"1_007_third","3","passive_s","A_third",8,3.212582945825,0.75
"1_036_third","1","active_ns","A_third",8,4.45602297783,0.875
"1_036_third","1","active_s","A_third",8,3.871926426885,0.75
"1_036_third","1","passive_ns","A_third",8,6.600714564325,0.75
"1_036_third","1","passive_s","A_third",8,3.67548251152,1
"1_036_third","2","active_ns","A_third",8,4.35080099106,0.875
"1_036_third","2","active_s","A_third",8,4.81625199318,0.75
"1_036_third","2","passive_ns","A_third",8,4.77400350571,1
"1_036_third","2","passive_s","A_third",8,4.53434050083,0.75
"1_036_third","3","active_ns","A_third",8,4.24908804893,0.625
"1_036_third","3","active_s","A_third",8,3.7930560112,0.875
"1_036_third","3","passive_ns","A_third",8,5.49244689941,0.875
"1_036_third","3","passive_s","A_third",8,5.024518847465,0.75
"2_003_third","1","active_ns","A_third",8,4.13541460037,1
"2_003_third","1","active_s","A_third",8,5.07498192787,0.625
"2_003_third","1","passive_ns","A_third",8,4.635586977005,1
"2_003_third","1","passive_s","A_third",8,4.906324982645,0.75
"2_005_third","1","active_ns","A_third",8,4.78257703781,0.875
"2_005_third","1","active_s","A_third",8,4.452111959455,1
"2_005_third","1","passive_ns","A_third",8,4.43491697311,0.875
"2_005_third","1","passive_s","A_third",8,4.58009147644,1
"2_005_third","2","active_ns","A_third",8,3.629948973655,0.75
"2_005_third","2","active_s","A_third",8,3.37876343727,1
"2_005_third","2","passive_ns","A_third",8,4.21745300293,0.875
"2_005_third","2","passive_s","A_third",8,4.340675592425,1
"2_005_third","3","active_ns","A_third",8,4.82141637802,1
"2_005_third","3","active_s","A_third",8,3.35129749775,1
"2_005_third","3","passive_ns","A_third",8,5.97280406952,0.625
"2_005_third","3","passive_s","A_third",8,4.073196053505,1
"2_008_third","1","active_ns","A_third",8,3.47536706924,1
"2_008_third","1","active_s","A_third",8,3.966364502905,0.75
"2_008_third","1","passive_ns","A_third",8,4.334986448285,1
"2_008_third","1","passive_s","A_third",8,4.20901083946,0.875
"2_008_third","2","active_ns","A_third",8,2.918813467025,1
"2_008_third","2","active_s","A_third",8,2.595758080485,1
"2_008_third","2","passive_ns","A_third",8,3.660765647885,1
"2_008_third","2","passive_s","A_third",8,3.17766809464,0.875
"2_008_third","3","active_ns","A_third",8,2.970422506335,1
"2_008_third","3","active_s","A_third",8,2.73847913742,0.875
"2_008_third","3","passive_ns","A_third",8,3.102818489075,1
"2_008_third","3","passive_s","A_third",8,2.97575092316,0.875
"2_010_third","1","active_ns","A_third",8,4.83584797382,1
"2_010_third","1","active_s","A_third",8,3.969409584995,0.75
"2_010_third","1","passive_ns","A_third",8,4.576596856115,1
"2_010_third","1","passive_s","A_third",8,4.94651484489,0.625
"2_010_third","2","active_ns","A_third",8,4.38830947876,1
"2_010_third","2","active_s","A_third",8,3.80353498459,0.625
"2_010_third","2","passive_ns","A_third",8,4.591389894485,1
"2_010_third","2","passive_s","A_third",8,4.82304883003,0.625
"2_010_third","3","active_ns","A_third",8,3.29935145378,1
"2_010_third","3","active_s","A_third",8,4.283717513085,0.5
"2_010_third","3","passive_ns","A_third",8,4.59872698784,1
"2_010_third","3","passive_s","A_third",8,4.312274575235,0.75
"2_034_third","1","active_ns","A_third",8,4.81685650349,1
"2_034_third","1","active_s","A_third",8,3.31281757355,0.75
"2_034_third","1","passive_ns","A_third",8,4.61635398865,0.875
"2_034_third","1","passive_s","A_third",8,5.24746394157,0.875
"2_034_third","2","active_ns","A_third",8,4.438361048695,1
"2_034_third","2","active_s","A_third",8,4.86068797112,0.625
"2_034_third","2","passive_ns","A_third",8,4.66977500916,0.875
"2_034_third","2","passive_s","A_third",8,4.875115036965,0.75
"2_034_third","3","active_ns","A_third",8,4.20628499985,1
"2_034_third","3","active_s","A_third",8,3.69205641747,1
"2_034_third","3","passive_ns","A_third",8,4.8668589592,1
"2_034_third","3","passive_s","A_third",8,4.471460461615,1
"ldrc2_0_104","1","active_ns","A2_first",8,4.68602645397,0.75
"ldrc2_0_104","1","active_s","A2_first",8,3.745910048485,1
"ldrc2_0_104","1","passive_ns","A2_first",8,4.07082509995,0.875
"ldrc2_0_104","1","passive_s","A2_first",8,3.029786467555,0.75
"ldrc2_0_104","2","active_ns","A2_first",8,3.6252450943,0.875
"ldrc2_0_104","2","active_s","A2_first",8,4.20174908638,1
"ldrc2_0_104","2","passive_ns","A2_first",8,4.282281398775,1
"ldrc2_0_104","2","passive_s","A2_first",8,4.905329942705,1
"ldrc2_0_104","3","active_ns","A2_first",8,4.180102586745,1
"ldrc2_0_104","3","active_s","A2_first",8,3.48471355438,1
"ldrc2_0_104","3","passive_ns","A2_first",8,3.87029492855,1
"ldrc2_0_104","3","passive_s","A2_first",8,4.14856493473,0.75
"ldrc2_0_122","2","active_ns","A2_first",8,4.687537431715,0.75
"ldrc2_0_122","2","active_s","A2_first",8,3.42706656456,1
