"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",5.08143738883097,0.177069583214915,173,28.6974041310272,1.10746513645029e-67
"cond_typeactive_s",-0.703914467068453,0.0828666414454583,173,-8.49454563126901,8.83323860000557e-15
"cond_typeactive_ns",-0.279248400458648,0.0828666414454583,173,-3.36985300221736,0.000927400193006403
"cond_typepassive_s",-0.332336738706206,0.0828666414454583,173,-4.01050088321663,8.99990674730798e-05
"groupsA_control",-1.12900411322537,0.228223372478242,45,-4.94692590406361,1.09750084619588e-05
"groupsA_second",-0.23306674371914,0.100414799292298,173,-2.32103978060748,0.0214509665296577
