"","TrialNum","Onset","TrueOns","cond","Stim","Resp","RT","StopTrial","SSD","correct","subind","runnum","first","group_num","group"
"14884",35,95,95.01,1,1,"4",0.697927,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14885",36,97,97.01,1,1,"4",0.68389,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14886",37,100,100.01,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14887",38,103,103.01,0,0,"1",0.629044,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14888",39,105,105.01,0,0,"1",0.302014,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14889",40,108,108.01,0,0,"1",0.813246,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14890",41,110,110.01,0,0,"1",0.997053,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14891",42,112,112.01,2,0,"1",0.672387,1,0.6,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14892",43,114,114.01,3,1,"4",0.60631,1,0.55,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14893",44,116,116.01,3,1,"0",0,1,0.5,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14894",45,121,121.01,1,1,"4",0.680151,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14895",46,123,123.01,1,1,"4",0.705392,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14896",47,125,125.01,1,1,"4",0.396619,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14897",48,128,128.01,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14898",49,130,130.01,3,1,"4",0.770601,1,0.55,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14899",50,132,132.01,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14900",51,134,134.01,1,1,"4",0.887557,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14901",52,136,136.01,0,0,"1",0.592852,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14902",53,139,139.01,2,0,"0",0,1,0.5,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14903",54,144,144.02,0,0,"1",0.678194,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14904",55,147,147.02,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14905",56,149,149.01,1,1,"4",0.909177,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14906",57,153,153.02,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14907",58,155,155.02,0,0,"1",0.893537,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14908",59,157,157.01,3,1,"4",0.687288,1,0.55,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14909",60,163,163.02,1,1,"4",0.519817,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14910",61,165,165.02,0,0,"1",0.724807,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14911",62,167,167.02,0,0,"1",0.590846,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14912",63,169,169.02,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14913",64,174,174.02,0,0,"1",0.482904,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14914",65,177,177.02,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14915",66,179,179.02,1,1,"4",0.893213,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14916",67,181,181.02,0,0,"1",0.61137,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14917",68,183,183.02,1,1,"4",0.59037,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14918",69,186,186.02,3,1,"0",0,1,0.5,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14919",70,188,188.02,3,1,"0",0,1,0.55,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14920",71,192,192.02,0,0,"1",0.80348,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14921",72,195,195.02,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14922",73,197,197.02,3,1,"0",0,1,0.6,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14923",74,199,199.02,1,1,"4",0.974658,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14924",75,203,203.02,0,0,"1",0.673672,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14925",76,206,206.02,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14926",77,208,208.02,1,1,"4",0.987875,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14927",78,210,210.02,0,0,"1",0.980891,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14928",79,214,214.02,3,1,"4",0.596842,1,0.65,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14929",80,217,217.02,2,0,"0",0,1,0.6,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14930",81,219,219.02,0,0,"1",0.782931,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14931",82,221,221.02,1,1,"4",0.744344,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14932",83,223,223.02,0,0,"1",0.535232,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14933",84,225,225.02,0,0,"4",0.336151,0,0,0,"ldrc2_1_125_second","1",1,5,"A2_second"
"14934",85,227,227.02,1,1,"4",0.56511,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14935",86,230,230.02,1,1,"4",0.975264,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14936",87,232,232.02,1,1,"4",0.800312,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14937",88,234,234.02,0,0,"1",0.357508,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14938",89,238,238.02,0,0,"1",0.690556,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14939",90,240,240.02,0,0,"1",0.593467,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14940",91,242,242.02,0,0,"1",0.600985,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14941",92,249,249.02,1,1,"4",0.716805,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14942",93,253,253.02,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14943",94,257,257.02,2,0,"0",0,1,0.65,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14944",95,259,259.02,3,1,"0",0,1,0.7,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14945",96,261,261.02,2,0,"1",0.740294,1,0.75,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14946",97,265,265.02,0,0,"1",0.654009,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14947",98,271,271.02,2,0,"1",0.621334,1,0.7,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14948",99,276,276.02,2,0,"0",0,1,0.65,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14949",100,278,278.02,2,0,"1",0.746455,1,0.7,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14950",101,280,280.02,1,1,"4",0.846443,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14951",102,282,282.02,1,1,"4",0.941415,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14952",103,284,284.02,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14953",104,286,286.02,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14954",105,288,288.02,1,1,"4",0.591482,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14955",106,291,291.02,2,0,"1",0.765644,1,0.65,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14956",107,295,295.02,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14957",108,298,298.02,2,0,"1",0.635873,1,0.6,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14958",109,300,300.02,2,0,"1",0.842976,1,0.55,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14959",110,302,302.02,0,0,"1",0.591847,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14960",111,305,305.02,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14961",112,307,307.02,1,1,"4",0.468071,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14962",113,309,309.02,0,0,"1",0.578342,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14963",114,312,312.02,3,1,"4",0.694203,1,0.5,3,"ldrc2_1_125_second","1",1,5,"A2_second"
"14964",115,317,317.01,0,0,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14965",116,319,319.01,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14966",117,321,321.01,0,0,"1",0.783562,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14967",118,323,323.01,0,0,"1",0.636695,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14968",119,325,325.01,1,1,"4",0.902648,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14969",120,329,329.01,2,0,"0",0,1,0.45,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14970",121,331,331.01,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14971",122,335,335.01,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14972",123,337,337.01,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14973",124,339,339.01,1,1,"0",0,0,0,5,"ldrc2_1_125_second","1",1,5,"A2_second"
"14974",125,341,341.01,1,1,"4",0.862006,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14975",126,343,343.01,1,1,"4",0.482021,0,0,1,"ldrc2_1_125_second","1",1,5,"A2_second"
"14976",127,348,348.01,2,0,"0",0,1,0.5,4,"ldrc2_1_125_second","1",1,5,"A2_second"
"14977",0,0,0.01,0,0,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"14978",1,2,2,0,0,"1",0.630547,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14979",2,6,6.01,0,0,"1",0.55129,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14980",3,8,8.01,1,1,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"14981",4,10,10.01,1,1,"4",0.45087,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14982",5,12,12.01,1,1,"4",0.420154,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14983",6,14,14.01,1,1,"4",0.391203,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14984",7,16,16.01,1,1,"4",0.410639,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14985",8,19,19.01,1,1,"4",0.438074,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14986",9,21,21,0,0,"1",0.467634,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14987",10,24,24.01,2,0,"1",0.559883,1,0.25,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"14988",11,29,29.01,3,1,"0",0,1,0.2,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"14989",12,31,31.01,0,0,"1",0.517917,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14990",13,33,33.01,1,1,"4",0.466658,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14991",14,35,35.01,3,1,"0",0,1,0.25,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"14992",15,38,38.01,1,1,"4",0.582851,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14993",16,40,40.01,1,1,"4",0.729187,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14994",17,42,42,3,1,"0",0,1,0.3,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"14995",18,44,44,1,1,"4",0.62982,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14996",19,46,46.01,1,1,"4",0.734999,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14997",20,52,52.01,1,1,"4",0.413214,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14998",21,55,55.01,1,1,"4",0.420914,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"14999",22,57,57.01,1,1,"4",0.491957,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15000",23,59,59.01,0,0,"1",0.880465,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15001",24,61,61.01,0,0,"1",0.70071,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15002",25,63,63,1,1,"4",0.725985,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15003",26,65,65,0,0,"1",0.744617,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15004",27,68,68.01,1,1,"4",0.520775,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15005",28,71,71.01,0,0,"1",0.464679,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15006",29,73,73.01,1,1,"4",0.436119,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15007",30,80,80.01,2,0,"1",0.391727,1,0.35,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15008",31,87,87,2,0,"0",0,1,0.3,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15009",32,89,89.01,1,1,"4",0.954637,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15010",33,91,91.01,3,1,"0",0,1,0.35,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15011",34,94,94.01,2,0,"1",0.454889,1,0.4,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15012",35,96,96.01,0,0,"1",0.73274,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15013",36,98,98.01,1,1,"4",0.704802,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15014",37,100,100.01,0,0,"1",0.518561,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15015",38,103,103.01,0,0,"1",0.44151,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15016",39,106,106,2,0,"1",0.503766,1,0.35,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15017",40,108,108.01,0,0,"1",0.344564,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15018",41,111,111.01,0,0,"1",0.430561,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15019",42,113,113.01,3,1,"0",0,1,0.3,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15020",43,115,115.01,2,0,"1",0.395087,1,0.35,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15021",44,118,118.01,3,1,"4",0.46096,1,0.3,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15022",45,120,120.01,1,1,"4",0.791397,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15023",46,124,124.01,1,1,"1",0.369833,0,0,0,"ldrc2_1_129_second","1",1,5,"A2_second"
"15024",47,126,126,0,0,"1",0.620588,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15025",48,128,128,0,0,"1",0.390307,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15026",49,130,130.01,2,0,"1",0.355911,1,0.25,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15027",50,132,132.01,3,1,"0",0,1,0.2,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15028",51,134,134.01,3,1,"0",0,1,0.25,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15029",52,136,136.01,0,0,"1",0.56949,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15030",53,139,139.01,1,1,"4",0.769915,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15031",54,142,142.01,0,0,"1",0.667217,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15032",55,144,144.01,1,1,"4",0.767449,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15033",56,146,146.01,1,1,"4",0.869816,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15034",57,148,148,0,0,"1",0.874643,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15035",58,150,150.01,1,1,"4",0.921315,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15036",59,152,152.01,0,0,"1",0.994368,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15037",60,154,154.01,0,0,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"15038",61,158,158.01,3,1,"0",0,1,0.3,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15039",62,161,161.01,2,0,"1",0.516593,1,0.35,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15040",63,163,163.01,2,0,"0",0,1,0.3,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15041",64,171,171.01,0,0,"1",0.633753,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15042",65,176,176.01,1,1,"4",0.844579,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15043",66,179,179.01,0,0,"1",0.963693,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15044",67,184,184.01,0,0,"1",0.481775,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15045",68,186,186.01,0,0,"1",0.641113,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15046",69,190,190,0,0,"1",0.858733,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15047",70,192,192.01,1,1,"4",0.85469,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15048",71,194,194.01,1,1,"4",0.852821,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15049",72,196,196.01,1,1,"4",0.773847,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15050",73,199,199.01,2,0,"0",0,1,0.35,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15051",74,201,201.01,3,1,"0",0,1,0.4,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15052",75,204,204.01,2,0,"0",0,1,0.45,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15053",76,207,207.01,1,1,"4",0.889164,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15054",77,211,211,1,1,"4",0.650095,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15055",78,214,214.01,0,0,"1",0.801029,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15056",79,216,216.01,0,0,"1",0.777856,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15057",80,219,219.01,0,0,"1",0.401449,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15058",81,221,221.01,0,0,"1",0.813794,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15059",82,225,225.01,3,1,"4",0.517434,1,0.5,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15060",83,227,227,1,1,"4",0.931121,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15061",84,229,229.01,3,1,"0",0,1,0.45,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15062",85,231,231,2,0,"0",0,1,0.5,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15063",86,233,233,3,1,"0",0,1,0.55,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15064",87,238,238.01,1,1,"4",0.495206,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15065",88,240,240.01,1,1,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"15066",89,244,244.01,1,1,"4",0.427467,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15067",90,246,246.01,0,0,"1",0.684791,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15068",91,248,248.01,1,1,"4",0.722766,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15069",92,250,250,1,1,"4",0.925025,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15070",93,252,252,1,1,"4",0.771148,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15071",94,255,255.01,2,0,"1",0.747247,1,0.6,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15072",95,257,257,1,1,"4",0.851695,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15073",96,259,259,0,0,"1",0.859838,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15074",97,261,261,0,0,"1",0.948685,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15075",98,263,263,3,1,"0",0,1,0.55,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15076",99,265,265,0,0,"1",0.464372,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15077",100,267,267,1,1,"4",0.429614,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15078",101,269,269,0,0,"1",0.368178,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15079",102,274,274,3,1,"4",0.503504,1,0.6,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15080",103,276,276,2,0,"1",0.383092,1,0.55,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15081",104,279,279,0,0,"1",0.771656,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15082",105,281,281,0,0,"1",0.789903,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15083",106,286,286,1,1,"4",0.539887,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15084",107,290,290,1,1,"4",0.556013,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15085",108,293,293,0,0,"1",0.712106,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15086",109,295,295,0,0,"1",0.766309,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15087",110,297,297,1,1,"4",0.841389,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15088",111,300,300,0,0,"1",0.6411,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15089",112,302,302,0,0,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"15090",113,308,308.01,3,1,"0",0,1,0.5,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15091",114,310,310,0,0,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"15092",115,312,312,2,0,"1",0.492391,1,0.55,3,"ldrc2_1_129_second","1",1,5,"A2_second"
"15093",116,314,314,0,0,"1",0.782712,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15094",117,316,316,0,0,"1",0.664394,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15095",118,318,318,0,0,"1",0.678591,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15096",119,324,324,1,1,"4",0.741559,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15097",120,326,326,1,1,"0",0,0,0,5,"ldrc2_1_129_second","1",1,5,"A2_second"
"15098",121,329,329,0,0,"1",0.42997,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15099",122,331,331,0,0,"1",0.699114,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15100",123,333,333,1,1,"4",0.861127,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15101",124,337,337,1,1,"4",0.683408,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15102",125,339,339,2,0,"0",0,1,0.5,4,"ldrc2_1_129_second","1",1,5,"A2_second"
"15103",126,344,344,1,1,"4",0.637931,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15104",127,346,346,0,0,"1",0.904533,0,0,1,"ldrc2_1_129_second","1",1,5,"A2_second"
"15105",0,0,0.01,1,1,"0",0,0,0,5,"ldrc2_1_129_second","2",1,5,"A2_second"
"15106",1,2,2,1,1,"4",0.398523,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15107",2,5,5.01,1,1,"4",0.484407,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15108",3,12,12.01,0,0,"1",0.359959,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15109",4,14,14.01,3,1,"4",0.441563,1,0.25,3,"ldrc2_1_129_second","2",1,5,"A2_second"
"15110",5,16,16.01,3,1,"0",0,1,0.2,4,"ldrc2_1_129_second","2",1,5,"A2_second"
"15111",6,18,18.01,2,0,"0",0,1,0.25,4,"ldrc2_1_129_second","2",1,5,"A2_second"
"15112",7,21,21.01,0,0,"1",0.570739,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15113",8,23,23,1,1,"4",0.715603,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15114",9,25,25.01,0,0,"1",0.764485,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15115",10,34,34.02,0,0,"1",0.47347,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15116",11,36,36.01,1,1,"4",0.425076,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15117",12,39,39.01,1,1,"4",0.524654,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15118",13,41,41.01,0,0,"1",0.468689,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15119",14,43,43,0,0,"1",0.575792,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15120",15,46,46,0,0,"1",0.408172,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15121",16,48,48.01,1,1,"4",0.837394,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15122",17,51,51.01,1,1,"1",0.564215,0,0,0,"ldrc2_1_129_second","2",1,5,"A2_second"
"15123",18,56,56.02,3,1,"4",0.414145,1,0.3,3,"ldrc2_1_129_second","2",1,5,"A2_second"
"15124",19,58,58.01,3,1,"0",0,1,0.25,4,"ldrc2_1_129_second","2",1,5,"A2_second"
"15125",20,61,61.01,0,0,"1",0.476624,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15126",21,63,63.01,3,1,"0",0,1,0.3,4,"ldrc2_1_129_second","2",1,5,"A2_second"
"15127",22,66,66.01,1,1,"4",0.856393,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15128",23,69,69.01,1,1,"4",0.598374,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15129",24,71,71.01,0,0,"1",0.794613,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15130",25,73,73.01,0,0,"1",0.41537,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15131",26,75,75.01,0,0,"1",0.731676,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15132",27,77,77.01,1,1,"4",0.886655,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15133",28,79,79.01,1,1,"4",0.800523,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
"15134",29,81,81.01,1,1,"4",0.680813,0,0,1,"ldrc2_1_129_second","2",1,5,"A2_second"
