"","TrialNum","Onset","TrueOns","cond","Stim","Resp","RT","StopTrial","SSD","correct","subind","runnum","first","group_num","group"
"1331",50,132,132,0,0,"1",0.992035,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1332",51,134,134,1,1,"4",0.464266,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1333",52,136,136.01,0,0,"1",0.609508,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1334",53,139,139.01,2,0,"0",0,1,0.3,4,"ldrc_1_004","1",1,1,"A_first"
"1335",54,144,144.01,0,0,"1",0.597402,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1336",55,147,147.01,0,0,"1",0.759233,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1337",56,149,149.01,1,1,"4",0.789497,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1338",57,153,153.01,1,1,"4",0.545109,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1339",58,155,155.01,0,0,"1",0.528121,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1340",59,157,157.01,3,1,"0",0,1,0.35,4,"ldrc_1_004","1",1,1,"A_first"
"1341",60,163,163.02,1,1,"4",0.644085,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1342",61,165,165.02,0,0,"1",0.589384,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1343",62,167,167,0,0,"1",0.751172,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1344",63,169,169,1,1,"4",0.597472,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1345",64,174,174,0,0,"1",0.715479,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1346",65,177,177.01,0,0,"1",0.618466,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1347",66,179,179.01,1,1,"4",0.511737,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1348",67,181,181.01,0,0,"1",0.588994,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1349",68,183,183.01,1,1,"4",0.707355,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1350",69,186,186.01,3,1,"0",0,1,0.4,4,"ldrc_1_004","1",1,1,"A_first"
"1351",70,188,188.01,3,1,"0",0,1,0.45,4,"ldrc_1_004","1",1,1,"A_first"
"1352",71,192,192.01,0,0,"1",0.483548,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1353",72,195,195.01,0,0,"1",0.883599,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1354",73,197,197.01,3,1,"4",0.699772,1,0.5,3,"ldrc_1_004","1",1,1,"A_first"
"1355",74,199,199.01,1,1,"4",0.749107,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1356",75,203,203.02,0,0,"1",0.828546,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1357",76,206,206.02,0,0,"1",0.691364,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1358",77,208,208.02,1,1,"4",0.670422,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1359",78,210,210,0,0,"1",0.593528,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1360",79,214,214,3,1,"4",0.638015,1,0.45,3,"ldrc_1_004","1",1,1,"A_first"
"1361",80,217,217.01,2,0,"1",0.774963,1,0.4,3,"ldrc_1_004","1",1,1,"A_first"
"1362",81,219,219.01,0,0,"1",0.773009,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1363",82,221,221.01,1,1,"4",0.634309,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1364",83,223,223.01,0,0,"1",0.572621,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1365",84,225,225.01,0,0,"1",0.566806,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1366",85,227,227.01,1,1,"4",0.657122,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1367",86,230,230.01,1,1,"4",0.540909,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1368",87,232,232.01,1,1,"4",0.715203,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1369",88,234,234.01,0,0,"1",0.673395,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1370",89,238,238.01,0,0,"1",0.68082,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1371",90,240,240.01,0,0,"1",0.697091,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1372",91,242,242.02,0,0,"1",0.627353,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1373",92,249,249.02,1,1,"4",0.646729,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1374",93,253,253,1,1,"4",0.672752,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1375",94,257,257,2,0,"1",0.695261,1,0.35,3,"ldrc_1_004","1",1,1,"A_first"
"1376",95,259,259.01,3,1,"4",0.487526,1,0.3,3,"ldrc_1_004","1",1,1,"A_first"
"1377",96,261,261.01,2,0,"0",0,1,0.25,4,"ldrc_1_004","1",1,1,"A_first"
"1378",97,265,265.01,0,0,"1",0.829202,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1379",98,271,271.01,2,0,"0",0,1,0.3,4,"ldrc_1_004","1",1,1,"A_first"
"1380",99,276,276.01,2,0,"0",0,1,0.35,4,"ldrc_1_004","1",1,1,"A_first"
"1381",100,278,278.01,2,0,"0",0,1,0.4,4,"ldrc_1_004","1",1,1,"A_first"
"1382",101,280,280.01,1,1,"4",0.669321,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1383",102,282,282.02,1,1,"4",0.57068,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1384",103,284,284.02,0,0,"1",0.924926,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1385",104,286,286.02,1,1,"4",0.440201,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1386",105,288,288.02,1,1,"4",0.566514,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1387",106,291,291,2,0,"1",0.601951,1,0.45,3,"ldrc_1_004","1",1,1,"A_first"
"1388",107,295,295,0,0,"1",0.865236,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1389",108,298,298.01,2,0,"1",0.722491,1,0.4,3,"ldrc_1_004","1",1,1,"A_first"
"1390",109,300,300.01,2,0,"0",0,1,0.35,4,"ldrc_1_004","1",1,1,"A_first"
"1391",110,302,302.01,0,0,"0",0,0,0,5,"ldrc_1_004","1",1,1,"A_first"
"1392",111,305,305.01,1,1,"0",0,0,0,5,"ldrc_1_004","1",1,1,"A_first"
"1393",112,307,307.01,1,1,"0",0,0,0,5,"ldrc_1_004","1",1,1,"A_first"
"1394",113,309,309.01,0,0,"1",0.933129,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1395",114,312,312.01,3,1,"0",0,1,0.4,4,"ldrc_1_004","1",1,1,"A_first"
"1396",115,317,317.01,0,0,"1",0.696029,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1397",116,319,319.01,1,1,"4",0.700242,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1398",117,321,321.01,0,0,"1",0.798498,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1399",118,323,323.02,0,0,"0",0,0,0,5,"ldrc_1_004","1",1,1,"A_first"
"1400",119,325,325.02,1,1,"4",0.563978,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1401",120,329,329.02,2,0,"1",0.598408,1,0.45,3,"ldrc_1_004","1",1,1,"A_first"
"1402",121,331,331,1,1,"4",0.789251,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1403",122,335,335,1,1,"4",0.631829,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1404",123,337,337,1,1,"4",0.896903,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1405",124,339,339.01,1,1,"4",0.562285,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1406",125,341,341.01,1,1,"4",0.435492,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1407",126,343,343.01,1,1,"4",0.470678,0,0,1,"ldrc_1_004","1",1,1,"A_first"
"1408",127,348,348.01,2,0,"0",0,1,0.4,4,"ldrc_1_004","1",1,1,"A_first"
"1409",0,0,0.02,0,0,"1",0.802608,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1410",1,2,2.02,0,0,"1",0.612867,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1411",2,6,6.02,0,0,"1",0.764322,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1412",3,8,8,1,1,"4",0.527239,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1413",4,10,10,1,1,"4",0.447397,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1414",5,12,12,1,1,"4",0.387548,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1415",6,14,14.01,1,1,"4",0.474946,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1416",7,16,16.01,1,1,"4",0.465117,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1417",8,19,19.01,1,1,"4",0.483988,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1418",9,21,21.01,0,0,"1",0.606389,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1419",10,24,24.01,2,0,"1",0.753253,1,0.25,3,"ldrc_1_004","2",1,1,"A_first"
"1420",11,29,29.01,3,1,"0",0,1,0.2,4,"ldrc_1_004","2",1,1,"A_first"
"1421",12,31,31.01,0,0,"1",0.876551,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1422",13,33,33.01,1,1,"4",0.508712,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1423",14,35,35.01,3,1,"0",0,1,0.25,4,"ldrc_1_004","2",1,1,"A_first"
"1424",15,38,38.02,1,1,"4",0.577804,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1425",16,40,40.02,1,1,"4",0.677996,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1426",17,42,42.02,3,1,"4",0.542228,1,0.3,3,"ldrc_1_004","2",1,1,"A_first"
"1427",18,44,44.02,1,1,"4",0.63453,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1428",19,46,46,1,1,"4",0.522132,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1429",20,52,52,1,1,"4",0.663102,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1430",21,55,55.01,1,1,"0",0,0,0,5,"ldrc_1_004","2",1,1,"A_first"
"1431",22,57,57.01,1,1,"4",0.533187,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1432",23,59,59.01,0,0,"1",0.736467,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1433",24,61,61.01,0,0,"1",0.567692,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1434",25,63,63.01,1,1,"4",0.65187,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1435",26,65,65.01,0,0,"1",0.571098,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1436",27,68,68.01,1,1,"4",0.452942,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1437",28,71,71.01,0,0,"1",0.494832,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1438",29,73,73.01,1,1,"4",0.737164,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1439",30,80,80.02,2,0,"0",0,1,0.25,4,"ldrc_1_004","2",1,1,"A_first"
"1440",31,87,87.02,2,0,"0",0,1,0.3,4,"ldrc_1_004","2",1,1,"A_first"
"1441",32,89,89,1,1,"4",0.472602,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1442",33,91,91,3,1,"0",0,1,0.35,4,"ldrc_1_004","2",1,1,"A_first"
"1443",34,94,94,2,0,"1",0.58989,1,0.4,3,"ldrc_1_004","2",1,1,"A_first"
"1444",35,96,96.01,0,0,"1",0.612849,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1445",36,98,98.01,1,1,"4",0.620152,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1446",37,100,100.01,0,0,"1",0.652446,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1447",38,103,103.01,0,0,"1",0.601215,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1448",39,106,106.01,2,0,"1",0.681102,1,0.35,3,"ldrc_1_004","2",1,1,"A_first"
"1449",40,108,108.01,0,0,"1",0.871332,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1450",41,111,111.01,0,0,"1",0.685216,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1451",42,113,113.01,3,1,"4",0.586474,1,0.3,3,"ldrc_1_004","2",1,1,"A_first"
"1452",43,115,115.01,2,0,"0",0,1,0.25,4,"ldrc_1_004","2",1,1,"A_first"
"1453",44,118,118.01,3,1,"0",0,1,0.3,4,"ldrc_1_004","2",1,1,"A_first"
"1454",45,120,120.02,1,1,"4",0.855795,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1455",46,124,124.02,1,1,"4",0.640242,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1456",47,126,126.02,0,0,"1",0.754513,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1457",48,128,128,0,0,"1",0.640318,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1458",49,130,130,2,0,"0",0,1,0.35,4,"ldrc_1_004","2",1,1,"A_first"
"1459",50,132,132,3,1,"0",0,1,0.4,4,"ldrc_1_004","2",1,1,"A_first"
"1460",51,134,134,3,1,"0",0,1,0.45,4,"ldrc_1_004","2",1,1,"A_first"
"1461",52,136,136.01,0,0,"1",0.646288,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1462",53,139,139.01,1,1,"4",0.546231,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1463",54,142,142.01,0,0,"1",0.754271,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1464",55,144,144.01,1,1,"4",0.751449,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1465",56,146,146.01,1,1,"4",0.556381,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1466",57,148,148.01,0,0,"1",0.479781,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1467",58,150,150.01,1,1,"4",0.743068,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1468",59,152,152.01,0,0,"1",0.607252,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1469",60,154,154.01,0,0,"1",0.750445,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1470",61,158,158.01,3,1,"4",0.646828,1,0.5,3,"ldrc_1_004","2",1,1,"A_first"
"1471",62,161,161.02,2,0,"1",0.661874,1,0.45,3,"ldrc_1_004","2",1,1,"A_first"
"1472",63,163,163.02,2,0,"1",0.55904,1,0.4,3,"ldrc_1_004","2",1,1,"A_first"
"1473",64,171,171.02,0,0,"1",0.967887,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1474",65,176,176.01,1,1,"4",0.791697,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1475",66,179,179.01,0,0,"1",0.67461,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1476",67,184,184.01,0,0,"1",0.642703,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1477",68,186,186.01,0,0,"1",0.564881,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1478",69,190,190.01,0,0,"1",0.718257,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1479",70,192,192.01,1,1,"4",0.745828,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1480",71,194,194.01,1,1,"4",0.728907,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1481",72,196,196.01,1,1,"4",0.51406,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1482",73,199,199.01,2,0,"0",0,1,0.35,4,"ldrc_1_004","2",1,1,"A_first"
"1483",74,201,201.02,3,1,"0",0,1,0.4,4,"ldrc_1_004","2",1,1,"A_first"
"1484",75,204,204.02,2,0,"1",0.647065,1,0.45,3,"ldrc_1_004","2",1,1,"A_first"
"1485",76,207,207.02,1,1,"4",0.645044,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1486",77,211,211,1,1,"4",0.683962,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1487",78,214,214,0,0,"1",0.566858,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1488",79,216,216,0,0,"0",0,0,0,5,"ldrc_1_004","2",1,1,"A_first"
"1489",80,219,219.01,0,0,"1",0.779031,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1490",81,221,221.01,0,0,"1",0.731086,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1491",82,225,225.01,3,1,"4",0.560814,1,0.4,3,"ldrc_1_004","2",1,1,"A_first"
"1492",83,227,227.01,1,1,"4",0.711846,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1493",84,229,229.01,3,1,"4",0.516101,1,0.35,3,"ldrc_1_004","2",1,1,"A_first"
"1494",85,231,231.01,2,0,"1",0.582561,1,0.3,3,"ldrc_1_004","2",1,1,"A_first"
"1495",86,233,233.01,3,1,"0",0,1,0.25,4,"ldrc_1_004","2",1,1,"A_first"
"1496",87,238,238.01,1,1,"4",0.786732,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1497",88,240,240.01,1,1,"4",0.977911,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1498",89,244,244.02,1,1,"4",0.908432,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1499",90,246,246.02,0,0,"1",0.5716,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1500",91,248,248.02,1,1,"4",0.630901,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1501",92,250,250,1,1,"4",0.578794,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1502",93,252,252,1,1,"4",0.543181,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1503",94,255,255,2,0,"1",0.619086,1,0.3,3,"ldrc_1_004","2",1,1,"A_first"
"1504",95,257,257.01,1,1,"4",0.58921,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1505",96,259,259.01,0,0,"1",0.563163,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1506",97,261,261.01,0,0,"1",0.641685,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1507",98,263,263.01,3,1,"0",0,1,0.25,4,"ldrc_1_004","2",1,1,"A_first"
"1508",99,265,265.01,0,0,"1",0.688222,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1509",100,267,267.01,1,1,"4",0.714286,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1510",101,269,269.01,0,0,"1",0.614515,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1511",102,274,274.01,3,1,"0",0,1,0.3,4,"ldrc_1_004","2",1,1,"A_first"
"1512",103,276,276.01,2,0,"0",0,1,0.35,4,"ldrc_1_004","2",1,1,"A_first"
"1513",104,279,279.01,0,0,"1",0.697826,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1514",105,281,281.01,0,0,"1",0.714972,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1515",106,286,286.02,1,1,"4",0.908026,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1516",107,290,290.02,1,1,"4",0.641532,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1517",108,293,293,0,0,"1",0.620991,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1518",109,295,295,0,0,"4",0.88733,0,0,0,"ldrc_1_004","2",1,1,"A_first"
"1519",110,297,297,1,1,"4",0.710497,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1520",111,300,300.01,0,0,"1",0.544083,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1521",112,302,302.01,0,0,"1",0.652596,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1522",113,308,308.01,3,1,"4",0.746367,1,0.4,3,"ldrc_1_004","2",1,1,"A_first"
"1523",114,310,310.01,0,0,"1",0.678568,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1524",115,312,312.01,2,0,"0",0,1,0.35,4,"ldrc_1_004","2",1,1,"A_first"
"1525",116,314,314.01,0,0,"1",0.718052,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1526",117,316,316.01,0,0,"1",0.448174,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1527",118,318,318.01,0,0,"1",0.421484,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1528",119,324,324.02,1,1,"4",0.678137,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1529",120,326,326.02,1,1,"4",0.497397,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1530",121,329,329.02,0,0,"1",0.547355,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1531",122,331,331,0,0,"1",0.691193,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1532",123,333,333,1,1,"4",0.525364,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1533",124,337,337,1,1,"4",0.599016,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1534",125,339,339.01,2,0,"1",0.548226,1,0.4,3,"ldrc_1_004","2",1,1,"A_first"
"1535",126,344,344.01,1,1,"4",0.575236,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1536",127,346,346.01,0,0,"1",0.803502,0,0,1,"ldrc_1_004","2",1,1,"A_first"
"1537",0,0,0.02,0,0,"1",0.750845,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1538",1,2,2.02,0,0,"1",0.721219,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1539",2,6,6.02,0,0,"1",0.551687,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1540",3,8,8,1,1,"4",0.626509,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1541",4,10,10,1,1,"4",0.705719,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1542",5,12,12,1,1,"4",0.710003,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1543",6,14,14.01,1,1,"4",0.698245,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1544",7,16,16.01,1,1,"4",0.6425,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1545",8,19,19.01,1,1,"4",0.7286,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1546",9,21,21.01,0,0,"1",0.777496,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1547",10,24,24.01,2,0,"1",0.446537,1,0.25,3,"ldrc_1_007","1",1,1,"A_first"
"1548",11,29,29.01,3,1,"0",0,1,0.2,4,"ldrc_1_007","1",1,1,"A_first"
"1549",12,31,31.01,0,0,"1",0.539784,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1550",13,33,33.01,1,1,"4",0.736991,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1551",14,35,35.01,3,1,"0",0,1,0.25,4,"ldrc_1_007","1",1,1,"A_first"
"1552",15,38,38.02,1,1,"4",0.388987,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1553",16,40,40.02,1,1,"4",0.456332,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1554",17,42,42.02,3,1,"4",0.615604,1,0.3,3,"ldrc_1_007","1",1,1,"A_first"
"1555",18,44,44.02,1,1,"4",0.497853,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1556",19,46,46,1,1,"4",0.669666,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1557",20,52,52,1,1,"4",0.678375,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1558",21,55,55.01,1,1,"4",0.681317,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1559",22,57,57.01,1,1,"4",0.485598,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1560",23,59,59.01,0,0,"1",0.850024,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1561",24,61,61.01,0,0,"1",0.620994,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1562",25,63,63.01,1,1,"4",0.452214,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1563",26,65,65.01,0,0,"1",0.753378,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1564",27,68,68.01,1,1,"4",0.673209,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1565",28,71,71.01,0,0,"1",0.683181,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1566",29,73,73.01,1,1,"4",0.418323,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1567",30,80,80.02,2,0,"0",0,1,0.25,4,"ldrc_1_007","1",1,1,"A_first"
"1568",31,87,87,2,0,"0",0,1,0.3,4,"ldrc_1_007","1",1,1,"A_first"
"1569",32,89,89,1,1,"4",0.426009,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1570",33,91,91,3,1,"0",0,1,0.35,4,"ldrc_1_007","1",1,1,"A_first"
"1571",34,94,94,2,0,"0",0,1,0.4,4,"ldrc_1_007","1",1,1,"A_first"
"1572",35,96,96.01,0,0,"1",0.954293,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1573",36,98,98.01,1,1,"4",0.592493,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1574",37,100,100.01,0,0,"1",0.476716,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1575",38,103,103.01,0,0,"1",0.49768,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1576",39,106,106.01,2,0,"1",0.508453,1,0.45,3,"ldrc_1_007","1",1,1,"A_first"
"1577",40,108,108.01,0,0,"1",0.795659,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1578",41,111,111.01,0,0,"1",0.679549,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1579",42,113,113.01,3,1,"0",0,1,0.4,4,"ldrc_1_007","1",1,1,"A_first"
"1580",43,115,115.01,2,0,"1",0.467304,1,0.45,3,"ldrc_1_007","1",1,1,"A_first"
"1581",44,118,118.01,3,1,"0",0,1,0.4,4,"ldrc_1_007","1",1,1,"A_first"
"1582",45,120,120.02,1,1,"4",0.591057,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1583",46,124,124.02,1,1,"4",0.688574,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1584",47,126,126.02,0,0,"1",0.752784,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1585",48,128,128,0,0,"1",0.645605,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1586",49,130,130,2,0,"1",0.681854,1,0.45,3,"ldrc_1_007","1",1,1,"A_first"
"1587",50,132,132,3,1,"4",0.556186,1,0.4,3,"ldrc_1_007","1",1,1,"A_first"
"1588",51,134,134,3,1,"0",0,1,0.35,4,"ldrc_1_007","1",1,1,"A_first"
"1589",52,136,136.01,0,0,"1",0.611624,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1590",53,139,139.01,1,1,"4",0.491573,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1591",54,142,142.01,0,0,"1",0.385319,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1592",55,144,144.01,1,1,"4",0.525624,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1593",56,146,146.01,1,1,"4",0.646772,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1594",57,148,148.01,0,0,"1",0.539055,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1595",58,150,150.01,1,1,"4",0.630177,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1596",59,152,152.01,0,0,"1",0.430579,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1597",60,154,154.01,0,0,"1",0.685805,0,0,1,"ldrc_1_007","1",1,1,"A_first"
"1598",61,158,158.01,3,1,"0",0,1,0.4,4,"ldrc_1_007","1",1,1,"A_first"
"1599",62,161,161.02,2,0,"0",0,1,0.45,4,"ldrc_1_007","1",1,1,"A_first"
"1600",63,163,163.02,2,0,"0",0,1,0.5,4,"ldrc_1_007","1",1,1,"A_first"
