"group","N","go_rt_me","go_rt_se","go_acc_me","go_acc_se","SSRT_mean","SSRT_se","stop_acc_mean","stop_acc_se","ssd_mean","ssd_se"
"A2_first",18,0.672448277777778,0.0178668056949349,0.865162037037037,0.0157486984082271,0.234648211805556,0.0117423287830136,0.558159722222222,0.00796977673800409,0.416579861111111,0.0213833413840022
"A2_second",12,0.6643004375,0.014674046241596,0.856770833333333,0.0177609419817747,0.21792926171875,0.0188469575817218,0.561197916666667,0.00989302940738727,0.423567708333333,0.0259371422692716
"A3_first",21,0.67314994047619,0.0160861188518007,0.837053571428571,0.0133133941134949,0.202742480654762,0.0192090261631489,0.569940476190476,0.0091248272123547,0.441443452380952,0.02093195195895
"A_control",31,0.641309862903226,0.0101268356505769,0.901041666666667,0.00973641277481727,0.214359477318548,0.0128135447353604,0.552923387096774,0.00621957561904562,0.409173387096774,0.016098625151488
"A_first",16,0.63928665625,0.0179712683256421,0.894205729166667,0.0140698825625288,0.239717625,0.0168257801206416,0.546875,0.01330420809838,0.381396484375,0.0275592529737109
"A_second",15,0.610563966666667,0.0224773624371074,0.894444444444444,0.0163558147570472,0.234131379166667,0.0112847612475361,0.5375,0.0094981984507339,0.360833333333333,0.0258502488781731
