"","subnum","runnum","vif","value"
"160","0_057","Run3","des.matV6",1.81462034716496
"161","0_057","Run3","des.matV7",4.20536392046015
"162","0_057","Run3","des.matV8",2.49343668180386
"163","0_057","Run3","des.matV9",4.26504364354609
"164","0_057","Run3","des.matV10",3.66491582858963
"165","0_057","Run3","des.matV11",4.88231774610495
"166","0_057","Run3","des.matV12",4.9351968017721
"167","0_057","Run3","des.matV13",3.37294039748397
"168","0_057","Run3","des.matV14",3.17958747244527
"169","1_001","Run1","des.matV1",2.13604517052534
"170","1_001","Run1","des.matV2",1.25014505866859
"171","1_001","Run1","des.matV3",2.12627513571732
"172","1_001","Run1","des.matV4",1.36653711037097
"173","1_001","Run1","des.matV5",2.56032683602484
"174","1_001","Run1","des.matV6",1.44146649225515
"175","1_001","Run1","des.matV7",2.66451026939117
"176","1_001","Run1","des.matV8",1.53571290767571
"177","1_001","Run1","des.matV9",1.96874248714765
"178","1_001","Run1","des.matV10",1.55972020068719
"179","1_001","Run1","des.matV11",1.72804610170649
"180","1_001","Run1","des.matV12",1.68520638076999
"181","1_001","Run1","des.matV13",1.18851680270184
"182","1_001","Run1","des.matV14",1.19395623880818
"183","1_001","Run2","des.matV1",2.15479641453296
"184","1_001","Run2","des.matV2",1.43907688378103
"185","1_001","Run2","des.matV3",2.18758180158676
"186","1_001","Run2","des.matV4",1.34542635225438
"187","1_001","Run2","des.matV5",1.83632650361119
"188","1_001","Run2","des.matV6",1.21092662278517
"189","1_001","Run2","des.matV7",1.78499799728742
"190","1_001","Run2","des.matV8",1.26352172551976
"191","1_001","Run2","des.matV9",1.97820669436167
"192","1_001","Run2","des.matV10",1.31191391468555
"193","1_001","Run2","des.matV11",2.07045308859867
"194","1_001","Run2","des.matV12",2.71181912856414
"195","1_001","Run2","des.matV13",1.2699057627745
"196","1_001","Run2","des.matV14",1.11099513797923
"197","1_001","Run3","des.matV1",2.44158982506944
"198","1_001","Run3","des.matV2",1.83222861850287
"199","1_001","Run3","des.matV3",2.26648581837953
"200","1_001","Run3","des.matV4",1.69963326762393
"201","1_001","Run3","des.matV5",2.43634669828427
"202","1_001","Run3","des.matV6",1.69581628994164
"203","1_001","Run3","des.matV7",2.31012396294257
"204","1_001","Run3","des.matV8",1.39685818104988
"205","1_001","Run3","des.matV9",1.47237518534533
"206","1_001","Run3","des.matV10",1.13081241257473
"207","1_001","Run3","des.matV11",1.30557236739887
"208","1_001","Run3","des.matV12",1.26749944263523
"209","1_001","Run3","des.matV13",2.03786456581318
"210","1_001","Run3","des.matV14",1.40097270741933
"211","1_002","Run2","des.matV1",1.93702871596052
"212","1_002","Run2","des.matV2",1.53921482478418
"213","1_002","Run2","des.matV3",2.0938758962763
"214","1_002","Run2","des.matV4",1.52432202348994
"215","1_002","Run2","des.matV5",1.91657170270831
"216","1_002","Run2","des.matV6",1.45027388937458
"217","1_002","Run2","des.matV7",1.88059554797901
"218","1_002","Run2","des.matV8",1.38388875481969
"219","1_002","Run2","des.matV9",1.70832473501582
"220","1_002","Run2","des.matV10",1.38960451674489
"221","1_002","Run2","des.matV11",1.28165350899256
"222","1_002","Run2","des.matV12",1.11724999416236
"223","1_002","Run2","des.matV13",1.40598796513424
"224","1_002","Run2","des.matV14",1.30976268434974
"225","1_002","Run3","des.matV1",3.11580895720784
"226","1_002","Run3","des.matV2",2.12393100883923
