"TrialNum","Onset","TrueOns","cond","Stim","Resp","RT","StopTrial","SSD","correct","subind","runnum","first","groupnum","group"
35,96,96.01,"0","0","4",0.596654,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
36,98,98.01,"1","1","2",0.96395,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
37,100,100.01,"0","0","4",0.496105,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
38,103,103.01,"0","0","4",0.729051,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
39,106,106.01,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","1",1,"2","A_second"
40,108,108.01,"0","0","4",0.482048,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
41,111,111.01,"0","0","4",0.552935,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
42,113,113.01,"3","1","2",0.626361,1,0.4,"3","ldrc_1_015_second","1",1,"2","A_second"
43,115,115.01,"2","0","4",0.721512,1,0.35,"3","ldrc_1_015_second","1",1,"2","A_second"
44,118,118.01,"3","1","0",0,1,0.3,"4","ldrc_1_015_second","1",1,"2","A_second"
45,120,120.02,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
46,124,124.02,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
47,126,126.02,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
48,128,128,"0","0","4",0.002793,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
49,130,130,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","1",1,"2","A_second"
50,132,132,"3","1","2",0.443659,1,0.4,"3","ldrc_1_015_second","1",1,"2","A_second"
51,134,134,"3","1","0",0,1,0.35,"4","ldrc_1_015_second","1",1,"2","A_second"
52,136,136.01,"0","0","2",0.6901,0,0,"0","ldrc_1_015_second","1",1,"2","A_second"
53,139,139.01,"1","1","2",0.406903,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
54,142,142.01,"0","0","4",0.57384,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
55,144,144.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
56,146,146.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
57,148,148.01,"0","0","4",0.521515,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
58,150,150.01,"1","1","2",0.906803,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
59,152,152.01,"0","0","4",0.507751,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
60,154,154.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
61,158,158.01,"3","1","2",0.473684,1,0.4,"3","ldrc_1_015_second","1",1,"2","A_second"
62,161,161.02,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","1",1,"2","A_second"
63,163,163.02,"2","0","4",0.551817,1,0.4,"3","ldrc_1_015_second","1",1,"2","A_second"
64,171,171,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
65,176,176.01,"1","1","2",0.48136,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
66,179,179.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
67,184,184.01,"0","0","4",0.70039,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
68,186,186.01,"0","0","4",0.634775,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
69,190,190.01,"0","0","4",0.759126,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
70,192,192.01,"1","1","2",0.658442,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
71,194,194.01,"1","1","2",0.71893,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
72,196,196.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
73,199,199.01,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","1",1,"2","A_second"
74,201,201.02,"3","1","2",0.563906,1,0.4,"3","ldrc_1_015_second","1",1,"2","A_second"
75,204,204.02,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","1",1,"2","A_second"
76,207,207.02,"1","1","2",0.471586,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
77,211,211,"1","1","2",0.717785,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
78,214,214,"0","0","4",0.528629,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
79,216,216,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
80,219,219.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
81,221,221.01,"0","0","4",0.266833,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
82,225,225.01,"3","1","2",0.561375,1,0.4,"3","ldrc_1_015_second","1",1,"2","A_second"
83,227,227.01,"1","1","2",0.64266,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
84,229,229.01,"3","1","2",0.733862,1,0.35,"3","ldrc_1_015_second","1",1,"2","A_second"
85,231,231.01,"2","0","4",0.542114,1,0.3,"3","ldrc_1_015_second","1",1,"2","A_second"
86,233,233.01,"3","1","0",0,1,0.25,"4","ldrc_1_015_second","1",1,"2","A_second"
87,238,238.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
88,240,240.01,"1","1","2",0.737641,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
89,244,244.02,"1","1","2",0.596053,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
90,246,246.02,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
91,248,248.02,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
92,250,250.02,"1","1","2",0.549795,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
93,252,252,"1","1","2",0.735647,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
94,255,255,"2","0","4",0.681544,1,0.3,"3","ldrc_1_015_second","1",1,"2","A_second"
95,257,257.01,"1","1","2",0.415701,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
96,259,259.01,"0","0","4",0.453999,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
97,261,261.01,"0","0","4",0.822244,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
98,263,263.01,"3","1","0",0,1,0.25,"4","ldrc_1_015_second","1",1,"2","A_second"
99,265,265.01,"0","0","4",0.638725,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
100,267,267.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
101,269,269.01,"0","0","4",0.407345,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
102,274,274.01,"3","1","2",0.479316,1,0.3,"3","ldrc_1_015_second","1",1,"2","A_second"
103,276,276.01,"2","0","0",0,1,0.25,"4","ldrc_1_015_second","1",1,"2","A_second"
104,279,279.01,"0","0","4",0.801495,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
105,281,281.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
106,286,286.02,"1","1","2",0.636614,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
107,290,290.02,"1","1","2",0.595099,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
108,293,293,"0","0","4",0.546708,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
109,295,295,"0","0","4",0.719845,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
110,297,297,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
111,300,300.01,"0","0","4",0.84199,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
112,302,302.01,"0","0","4",0.590241,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
113,308,308.01,"3","1","0",0,1,0.3,"4","ldrc_1_015_second","1",1,"2","A_second"
114,310,310.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
115,312,312.01,"2","0","4",0.50951,1,0.35,"3","ldrc_1_015_second","1",1,"2","A_second"
116,314,314.01,"0","0","4",0.892597,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
117,316,316.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
118,318,318.01,"0","0","4",0.505092,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
119,324,324.02,"1","1","4",0.752756,0,0,"0","ldrc_1_015_second","1",1,"2","A_second"
120,326,326.02,"1","1","2",0.908124,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
121,329,329.02,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
122,331,331,"0","0","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
123,333,333,"1","1","0",0,0,0,"5","ldrc_1_015_second","1",1,"2","A_second"
124,337,337,"1","1","2",0.496589,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
125,339,339.01,"2","0","0",0,1,0.3,"4","ldrc_1_015_second","1",1,"2","A_second"
126,344,344.01,"1","1","2",0.426758,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
127,346,346.01,"0","0","4",0.815129,0,0,"1","ldrc_1_015_second","1",1,"2","A_second"
0,0,0.02,"1","1","2",0.754867,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
1,2,2.02,"1","1","2",0.556003,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
2,5,5.02,"1","1","2",0.361748,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
3,12,12,"0","0","4",0.600851,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
4,14,14.01,"3","1","0",0,1,0.25,"4","ldrc_1_015_second","2",1,"2","A_second"
5,16,16.01,"3","1","2",0.551413,1,0.3,"3","ldrc_1_015_second","2",1,"2","A_second"
6,18,18.01,"2","0","0",0,1,0.25,"4","ldrc_1_015_second","2",1,"2","A_second"
7,21,21.01,"0","0","4",0.4774,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
8,23,23.01,"1","1","2",0.33757,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
9,25,25.01,"0","0","4",0.388764,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
10,34,34.01,"0","0","4",0.758384,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
11,36,36.01,"1","1","2",0.689548,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
12,39,39.02,"1","1","2",0.62347,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
13,41,41.02,"0","0","4",0.534776,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
14,43,43.02,"0","0","4",0.566024,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
15,46,46.02,"0","0","4",0.694941,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
16,48,48,"1","1","2",0.902716,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
17,51,51,"1","1","2",0.524679,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
18,56,56.01,"3","1","2",0.466667,1,0.3,"3","ldrc_1_015_second","2",1,"2","A_second"
19,58,58.01,"3","1","0",0,1,0.25,"4","ldrc_1_015_second","2",1,"2","A_second"
20,61,61.01,"0","0","4",0.460676,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
21,63,63.01,"3","1","2",0.602063,1,0.3,"3","ldrc_1_015_second","2",1,"2","A_second"
22,66,66.01,"1","1","2",0.52786,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
23,69,69.01,"1","1","2",0.534732,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
24,71,71.01,"0","0","4",0.597855,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
25,73,73.01,"0","0","2",0.359061,0,0,"0","ldrc_1_015_second","2",1,"2","A_second"
26,75,75.01,"0","0","4",0.47534,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
27,77,77.01,"1","1","2",0.542605,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
28,79,79.02,"1","1","2",0.785833,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
29,81,81.02,"1","1","2",0.733237,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
30,83,83.02,"0","0","4",0.532336,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
31,86,86.02,"2","0","2",0.453185,1,0.25,"2","ldrc_1_015_second","2",1,"2","A_second"
32,88,88,"2","0","0",0,1,0.2,"4","ldrc_1_015_second","2",1,"2","A_second"
33,90,90,"3","1","0",0,1,0.25,"4","ldrc_1_015_second","2",1,"2","A_second"
34,93,93,"1","1","2",0.583147,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
35,95,95.01,"1","1","2",0.838769,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
36,97,97.01,"1","1","2",0.80357,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
37,100,100.01,"0","0","4",0.942539,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
38,103,103.01,"0","0","4",0.473191,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
39,105,105.01,"0","0","4",0.480514,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
40,108,108.01,"0","0","4",0.470278,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
41,110,110.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
42,112,112.01,"2","0","0",0,1,0.3,"4","ldrc_1_015_second","2",1,"2","A_second"
43,114,114.01,"3","1","0",0,1,0.35,"4","ldrc_1_015_second","2",1,"2","A_second"
44,116,116.01,"3","1","2",0.672426,1,0.4,"3","ldrc_1_015_second","2",1,"2","A_second"
45,121,121.02,"1","1","2",0.570505,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
46,123,123.02,"1","1","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
47,125,125.02,"1","1","2",0.701049,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
48,128,128,"0","0","4",0.852373,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
49,130,130,"3","1","0",0,1,0.35,"4","ldrc_1_015_second","2",1,"2","A_second"
50,132,132,"0","0","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
51,134,134,"1","1","2",0.968171,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
52,136,136.01,"0","0","4",0.751322,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
53,139,139.01,"2","0","4",0.450188,1,0.4,"3","ldrc_1_015_second","2",1,"2","A_second"
54,144,144.01,"0","0","4",0.380195,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
55,147,147.01,"0","0","4",0.459046,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
56,149,149.01,"1","1","2",0.559391,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
57,153,153.01,"1","1","2",0.693884,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
58,155,155.01,"0","0","4",0.656046,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
59,157,157.01,"3","1","2",0.485304,1,0.35,"3","ldrc_1_015_second","2",1,"2","A_second"
60,163,163.02,"1","1","2",0.575007,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
61,165,165.02,"0","0","4",0.83202,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
62,167,167,"0","0","4",0.616097,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
63,169,169,"1","1","2",0.483364,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
64,174,174,"0","0","4",0.558377,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
65,177,177.01,"0","0","4",0.920289,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
66,179,179.01,"1","1","2",0.869535,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
67,181,181.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
68,183,183.01,"1","1","2",0.523875,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
69,186,186.01,"3","1","0",0,1,0.3,"4","ldrc_1_015_second","2",1,"2","A_second"
70,188,188.01,"3","1","2",0.570029,1,0.35,"3","ldrc_1_015_second","2",1,"2","A_second"
71,192,192.01,"0","0","4",0.492779,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
72,195,195.01,"0","0","4",0.439548,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
73,197,197.01,"3","1","2",0.492771,1,0.3,"3","ldrc_1_015_second","2",1,"2","A_second"
74,199,199.01,"1","1","2",0.530981,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
75,203,203.02,"0","0","4",0.474293,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
76,206,206.02,"0","0","4",0.861193,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
77,208,208.02,"1","1","2",0.704509,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
78,210,210,"0","0","4",0.462311,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
79,214,214,"3","1","0",0,1,0.25,"4","ldrc_1_015_second","2",1,"2","A_second"
80,217,217.01,"2","0","0",0,1,0.3,"4","ldrc_1_015_second","2",1,"2","A_second"
81,219,219.01,"0","0","4",0.736945,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
82,221,221.01,"1","1","2",0.898088,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
83,223,223.01,"0","0","4",0.691497,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
84,225,225.01,"0","0","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
85,227,227.01,"1","1","2",0.6979,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
86,230,230.01,"1","1","4",0.254615,0,0,"0","ldrc_1_015_second","2",1,"2","A_second"
87,232,232.01,"1","1","2",0.575957,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
88,234,234.01,"0","0","4",0.597279,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
89,238,238.01,"0","0","4",0.602669,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
90,240,240.01,"0","0","4",0.491891,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
91,242,242.02,"0","0","4",0.447097,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
92,249,249.02,"1","1","2",0.571688,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
93,253,253,"1","1","2",0.622496,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
94,257,257.01,"2","0","4",0.454979,1,0.35,"3","ldrc_1_015_second","2",1,"2","A_second"
95,259,259.01,"3","1","0",0,1,0.3,"4","ldrc_1_015_second","2",1,"2","A_second"
96,261,261.01,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","2",1,"2","A_second"
97,265,265.01,"0","0","4",0.707952,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
98,271,271.01,"2","0","4",0.593669,1,0.4,"3","ldrc_1_015_second","2",1,"2","A_second"
99,276,276.01,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","2",1,"2","A_second"
100,278,278.01,"2","0","0",0,1,0.4,"4","ldrc_1_015_second","2",1,"2","A_second"
101,280,280.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
102,282,282.02,"1","1","2",0.49964,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
103,284,284.02,"0","0","4",0.576653,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
104,286,286.02,"1","1","2",0.457993,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
105,288,288.02,"1","1","2",0.90933,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
106,291,291,"2","0","4",0.418471,1,0.45,"3","ldrc_1_015_second","2",1,"2","A_second"
107,295,295,"0","0","4",0.491151,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
108,298,298.01,"2","0","0",0,1,0.4,"4","ldrc_1_015_second","2",1,"2","A_second"
109,300,300.01,"2","0","4",0.610061,1,0.45,"3","ldrc_1_015_second","2",1,"2","A_second"
110,302,302.01,"0","0","4",0.934384,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
111,305,305.01,"1","1","2",0.683321,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
112,307,307.01,"1","1","2",0.710585,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
113,309,309.01,"0","0","4",0.593834,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
114,312,312.01,"3","1","2",0.640895,1,0.4,"3","ldrc_1_015_second","2",1,"2","A_second"
115,317,317.01,"0","0","4",0.522772,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
116,319,319.01,"1","1","2",0.747915,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
117,321,321.01,"0","0","4",0.568107,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
118,323,323.02,"0","0","4",0.5094,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
119,325,325.02,"1","1","2",0.556682,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
120,329,329.02,"2","0","0",0,1,0.35,"4","ldrc_1_015_second","2",1,"2","A_second"
121,331,331,"1","1","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
122,335,335,"1","1","2",0.581457,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
123,337,337,"1","1","2",0.700779,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
124,339,339.01,"1","1","2",0.638963,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
125,341,341.01,"1","1","0",0,0,0,"5","ldrc_1_015_second","2",1,"2","A_second"
126,343,343.01,"1","1","2",0.517571,0,0,"1","ldrc_1_015_second","2",1,"2","A_second"
127,348,348.01,"2","0","4",0.59551,1,0.4,"3","ldrc_1_015_second","2",1,"2","A_second"
0,0,0.02,"1","1","2",0.678414,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
1,2,2.02,"1","1","2",0.619677,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
2,5,5.02,"1","1","2",0.601535,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
3,12,12,"0","0","4",0.690417,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
4,14,14.01,"3","1","2",0.50177,1,0.25,"3","ldrc_1_020_second","1",1,"2","A_second"
5,16,16.01,"3","1","0",0,1,0.2,"4","ldrc_1_020_second","1",1,"2","A_second"
6,18,18.01,"2","0","0",0,1,0.25,"4","ldrc_1_020_second","1",1,"2","A_second"
7,21,21.01,"0","0","4",0.807029,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
8,23,23.01,"1","1","2",0.540232,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
9,25,25.01,"0","0","4",0.713522,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
10,34,34.01,"0","0","4",0.59403,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
11,36,36.01,"1","1","2",0.656212,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
12,39,39.02,"1","1","0",0,0,0,"5","ldrc_1_020_second","1",1,"2","A_second"
13,41,41.02,"0","0","4",0.499326,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
14,43,43.02,"0","0","4",0.6956,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
15,46,46.02,"0","0","4",0.661421,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
16,48,48,"1","1","2",0.713119,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
17,51,51,"1","1","2",0.576103,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
18,56,56.01,"3","1","2",0.524146,1,0.3,"3","ldrc_1_020_second","1",1,"2","A_second"
19,58,58.01,"3","1","0",0,1,0.25,"4","ldrc_1_020_second","1",1,"2","A_second"
20,61,61.01,"0","0","4",0.876212,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
21,63,63.01,"3","1","2",0.432422,1,0.3,"3","ldrc_1_020_second","1",1,"2","A_second"
22,66,66.01,"1","1","2",0.829345,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
23,69,69.01,"1","1","2",0.908136,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
24,71,71.01,"0","0","4",0.584634,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
25,73,73.01,"0","0","0",0,0,0,"5","ldrc_1_020_second","1",1,"2","A_second"
26,75,75.01,"0","0","4",0.782888,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
27,77,77.01,"1","1","2",0.570067,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
28,79,79.02,"1","1","2",0.627281,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
29,81,81.02,"1","1","2",0.509611,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
30,83,83.02,"0","0","4",0.669895,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
31,86,86.02,"2","0","0",0,1,0.25,"4","ldrc_1_020_second","1",1,"2","A_second"
32,88,88,"2","0","0",0,1,0.3,"4","ldrc_1_020_second","1",1,"2","A_second"
33,90,90,"3","1","2",0.457872,1,0.35,"3","ldrc_1_020_second","1",1,"2","A_second"
34,93,93,"1","1","0",0,0,0,"5","ldrc_1_020_second","1",1,"2","A_second"
35,95,95.01,"1","1","2",0.595883,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
36,97,97.01,"1","1","2",0.801101,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
37,100,100.01,"0","0","4",0.614978,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
38,103,103.01,"0","0","4",0.770053,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
39,105,105.01,"0","0","4",0.898073,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
40,108,108.01,"0","0","4",0.832858,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
41,110,110.01,"0","0","4",0.766174,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
42,112,112.01,"2","0","0",0,1,0.3,"4","ldrc_1_020_second","1",1,"2","A_second"
43,114,114.01,"3","1","2",0.612621,1,0.35,"3","ldrc_1_020_second","1",1,"2","A_second"
44,116,116.01,"3","1","0",0,1,0.3,"4","ldrc_1_020_second","1",1,"2","A_second"
45,121,121.02,"1","1","2",0.913931,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
46,123,123.02,"1","1","2",0.741224,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
47,125,125.02,"1","1","2",0.561418,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
48,128,128,"0","0","4",0.707833,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
49,130,130,"3","1","2",0.48112,1,0.35,"3","ldrc_1_020_second","1",1,"2","A_second"
50,132,132,"0","0","4",0.853398,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
51,134,134,"1","1","2",0.788689,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
52,136,136.01,"0","0","4",0.518875,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
53,139,139.01,"2","0","0",0,1,0.3,"4","ldrc_1_020_second","1",1,"2","A_second"
54,144,144.01,"0","0","4",0.781797,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
55,147,147.01,"0","0","0",0,0,0,"5","ldrc_1_020_second","1",1,"2","A_second"
56,149,149.01,"1","1","2",0.518933,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
57,153,153.01,"1","1","2",0.921363,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
58,155,155.01,"0","0","4",0.828718,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
59,157,157.01,"3","1","0",0,1,0.35,"4","ldrc_1_020_second","1",1,"2","A_second"
60,163,163.02,"1","1","2",0.814761,0,0,"1","ldrc_1_020_second","1",1,"2","A_second"
